id,date,content_1st160chars,os,topic,email_provider,antivirus,userchrome,tags,created
1414917,2023-06-02,"Thunderbird 'saved searches' that were in folders, were not migrated at all? Hello, I've migrated Firefox and Thunderbird profiles from %appdata% dozens of time",❓;;os:unknown,🛠;download-and-install;t:download_and_install,💌;Office 365;m:microsoftemail,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-06-02 14:36:34 -0700
1414919,2023-06-02,"Emails to Gmail addresses get rejected Like others, 90% or more of my OUTGOING emails TO gmail accounts are rejected. However 100% Iof gmail accounts are receiv",❓;;os:unknown,🔏;privacy-and-security;t:privacy_and_security,📮;Gmail;m:gmail,❓;;av:unknown,❓;;uc:unknown,privacy-and-security_1;,2023-06-02 15:04:57 -0700
1414920,2023-06-02,"Thunderbird Profile Location I use multiple computers and operating systems.  During a single day I could use three different computers, each of which has Windo",🐧;Linux;os:linux,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-02 15:22:22 -0700
1414921,2023-06-02,"Does Thunderbird share or get PGP keys from the GPG4Win keystore? So, recently my keys expired, and I extended the expiry data via Kleopatra, a nice interface t",❓;;os:unknown,🔏;privacy-and-security;t:privacy_and_security,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,privacy-and-security_1;,2023-06-02 16:17:32 -0700
1414922,2023-06-02,"Junk mail not working as expected I have an IMAP setup with Inbox, Spam plus various other folders, one of which is Sandbox. I used email filtering to move emai",❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-06-02 16:19:09 -0700
1414928,2023-06-03,"photos All pictures sent to me do not download in Thunderbird as an acceptable format to open and save or print.  They all turn to ""part 1.1"" or 1.2 from a jpg ",❓;;os:unknown,🛠;download-and-install;t:download_and_install,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-06-02 18:28:22 -0700
1414932,2023-06-03,An apology I must apologize for repeated messages but I got no responses until I checked spam this evening.  Somehow the one message went to an email account th,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-02 19:50:48 -0700
1414935,2023-06-03,Sending of the message failed. An error occurred while sending mail: Outgoing server (SMTP) error. The server responded:  smtp687.syd.oss-core.net Off-net-IP De,❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-06-02 21:34:59 -0700
1414936,2023-06-03,"Email: Force plain text and word wrap at 72, does not work I have the same issue as this year-old, unanswered thread: [wrap sent message view?] What I want:  I ",❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-06-02 22:00:33 -0700
1414938,2023-06-03,"Duplicate folders that can not be deleted I've recently had to abandon my POP account and subsequently my ISP, who has stopped supporting email clients other th",🍎;Ventura;os:macos,👽;other;t:other,📨;Protonmail;m:protonmail,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-02 22:49:03 -0700
1414941,2023-06-03,"thunderbird trying to access mailserver that requires ESET 2FA Hi, I am using Thunderbird as an email client. I don't use any ESET product myself, but I have to",❓;;os:unknown,🔏;privacy-and-security;t:privacy_and_security,❓;;m:unknown,🇪;ESET;av:eset,❓;;uc:unknown,privacy-and-security_1;,2023-06-03 01:45:22 -0700
1414944,2023-06-03,"Thunderbird 102 profile folder is HUGE! I have installed TB 102 on mx Linux 21.3.  The profile folder, which-- to add confusion to peasants like me, the name is",🐧;Linux;os:linux,🛠;download-and-install;t:download_and_install,📮;gmail;m:gmail,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-06-03 03:01:46 -0700
1414945,2023-06-03,Delete Thunderbird profile - can I recover from my android which has same profile For some reason (my mistake I assume) my Thunderbird roaming profile on my win,🪟;win10;os:win10,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-03 03:29:25 -0700
1414946,2023-06-03,"unified folder with duplicate incoming folder Hi, in the unified folder I have the same incoming folder 3 times Salve nella cartella unificata ho la stessa cart",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-03 03:38:55 -0700
1414947,2023-06-03,mailto does not work: Windows says You'll need a new app Windows 10 21H2 19044-2728. Running Thunderbird 52.9.1 Adding mailto: links in some websites I am devel,🪟;Windows 10;os:win10,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-03 03:57:04 -0700
1414950,2023-06-03,"Thunderbird 102.11.2 not updating unread count on icon I will attach the picture, but after the last update the icon doesn't update in the toolbar on Windows.  ",🐧;ubuntu;os:linux,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-03 04:47:22 -0700
1414954,2023-06-03,Thunderbird continues to block emails. In the junk settings the “enable adaptive junk mail controls for this account” box is unchecked. But still some important,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-03 06:39:00 -0700
1414957,2023-06-03,"Are Links In My Email Bad? I have my website link in my signature, but how about adding my facebook and instagram pages also, or will that trigger spam settings",❓;;os:unknown,🔏;privacy-and-security;t:privacy_and_security,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,privacy-and-security_1;,2023-06-03 07:15:52 -0700
1414958,2023-06-03,"Cannot send emails through Thunderbird 102.11.0 64-bit on fedora 36 I have five separate email accounts on xfinity: call them b, 3, 7, a, and p. All of them are",❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-06-03 07:21:58 -0700
1414959,2023-06-03,How to make Thunderbird download messages automatically? Every time I get a new message in my inbox I have to click it before it gets downloaded. My internet co,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-03 07:31:11 -0700
1414960,2023-06-03,"Old laptop crashed, new laptop doesn't accept email password I tried the settings, saved passwords, show passwords, remove, restart and create new password opti",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-03 07:52:11 -0700
1414963,2023-06-03,VIETI LÄHÄTTÄ HEI VIESTI VASTAMIN LÄHÄTTÄMINEN EI ONNISTU ,❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-06-03 09:10:59 -0700
1414965,2023-06-03,Lost folder files after compacting I was checking email and a message popped up asking me to compact files and I allowed it.  Once complete now there's no data ,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-03 09:23:38 -0700
1414966,2023-06-03,Sync Google Contacts Using TB 102.10.0 (64bit) I want to sync Google contacts. I have read the instructions but I fail because I get:- File > New > Card Contact,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-03 09:26:03 -0700
1414967,2023-06-03,"Restoring missing mail folders from b/u David - Toad,  I know you're sick of me, but I've no one else to ask. Need to get the missing mailboxes back into TBird.",❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-06-03 09:35:17 -0700
1414970,2023-06-03,Why is Thunderbird collecting (aggregating?) ALL my emails (>1000s) from my other email providers AGAIN? Please excuse my unfamiliarity with the technical vocab,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-03 10:16:06 -0700
1414976,2023-06-03,Donation! Thunderbird keeps asking me for a donation after TWO payments (by mistake) in the last few days! ,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-03 11:08:31 -0700
1414977,2023-06-03,where is my original profile and local folders before beta update This beta update is really causing me issues and I'm rethinking using Thunderbird in the futur,🪟;windows 11;os:win11,🛠;download-and-install;t:download_and_install,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;tbbetasn;,2023-06-03 11:14:25 -0700
1414983,2023-06-03,Email from my personal domain stopped working with outlook change I did not change outlook before May 24 and now I cannot access my randyrolfe@randyrolfe.com em,❓;;os:unknown,🔩;customize;t:customize,💌;outlook;m:microsoftemail,❓;;av:unknown,❓;;uc:unknown,customize;,2023-06-03 13:38:01 -0700
1414988,2023-06-03,"Impossibilità a inviare email: Mail delivery failed: returning message to sender Buongiorno, usiamo thunderbird per ricevere e inviare email dal nostro sito da ",❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-06-03 14:23:14 -0700
1414991,2023-06-04,"How do I add several new contacts to an existing group? I used to manage two large email groups. Now, I just need to add 12 new contacts to a small existing gro",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-03 17:43:08 -0700
1414996,2023-06-04,Accessing Gmail I used to have no problem accessing gmail until they stopped allowing less secure app access. Every since then whenever I tried to access my gma,❓;;os:unknown,🔏;privacy-and-security;t:privacy_and_security,📮;Gmail;m:gmail,❓;;av:unknown,❓;;uc:unknown,privacy-and-security_1;,2023-06-03 20:08:12 -0700
1415001,2023-06-04,"Links in emails don't open properly in browser Clicking on a weblink in an email will open a new instance of Firefox, and bring me to my homepage. It should ope",🐧;Linux;os:linux,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-03 21:31:08 -0700
1415007,2023-06-04,"TB 102.11 existing from apt & flatpak sources Dear Mozilla, Actually I have 2 instances of TB 102.11 on my Linux 22.04. One I guess the original, can be listed ",🐧;Linux;os:linux,🛠;download-and-install;t:download_and_install,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-06-04 01:05:22 -0700
1415008,2023-06-04,"TB add-on ImportExportTools NG is not working Dear Support, I have TB 102.11 on my PC runs under Ubuntu 22.04. I have already installed ImportExportTools NG add",🐧;Ubuntu;os:linux,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-06-04 01:09:53 -0700
1415011,2023-06-04,Set the sensitivity level of a message (Headers - RFC 4021) Hello Can someone tell me if Thunderbird supports RFC 4021 to allow us setting the sensitivity level,❓;;os:unknown,🔏;privacy-and-security;t:privacy_and_security,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,privacy-and-security_1;,2023-06-04 03:23:14 -0700
1415013,2023-06-04,"Using TB to ""archive"" Gmails — seeking guidance One of the webmail services I use is closing down and I am starting to use Gmail instead.  It was a straightforw",❓;;os:unknown,🛠;download-and-install;t:download_and_install,📮;Gmail;m:gmail,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-06-04 04:24:05 -0700
1415018,2023-06-04,"Identify Sender Mail-ID My old email program it allowed me to ""mouse-over"" the message title and see the real originating address. Thus someone claiming to be A",❓;;os:unknown,🔏;privacy-and-security;t:privacy_and_security,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,privacy-and-security_1;,2023-06-04 07:52:10 -0700
1415027,2023-06-04,I have been using Thunderbird for years and now I cant receive emails I have been using Thunderbird for years on Ubuntu/Raspberry PI - I have 4 accounts - Sudde,🐧;Ubuntu;os:linux,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-04 10:47:23 -0700
1415030,2023-06-04,"Some messages in Thunderbird are blank; suspect corrupt profile This morning, my wife's Thunderbird messages on version 102.11.2 were blank.  They were IMAP mes",🪟;Windows 7;os:win7,🚧;fix-problems;t:fix_problems,📮;gmail;m:gmail,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-06-04 10:55:25 -0700
1415033,2023-06-04,"Can't send to gmail accounts Suddenly, neither my wife or I can send emails to anyone with a gmail.com address.  I even tried sending one to my own gmail accoun",❓;;os:unknown,👽;other;t:other,📮;gmail;m:gmail,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-04 11:32:47 -0700
1415034,2023-06-04,"thunderbird email I downloaded thunderbird AND AM CONTRIBUTING, BUT IT WON'T START!  what do I do? ",❓;;os:unknown,🛠;download-and-install;t:download_and_install,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-06-04 11:36:36 -0700
1415035,2023-06-04,"can we use NHSmail in thunderbird, after NHS update May 2023, which retired basic authentication protocol? Previously used Thunderbird with Davmail, for several",🐧;linux;os:linux,👽;other;t:other,💌;Outlook;m:microsoftemail,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-04 11:48:42 -0700
1415039,2023-06-04,thunderbird not needed I have discovered that I have mistaken thunderbird for an email.  I don't need an overall email manager.  But I already signed up to cont,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-04 12:03:06 -0700
1415041,2023-06-04,Thunderbird Beta delete button There is no 'delete' button choice in the customize menu bar options in the beta 114.0b6 (64-bit). Is there some other way to add,❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;tbbetasn;,2023-06-04 12:14:38 -0700
1415047,2023-06-04,"UID fetch error message, no previous issues till today. my wife is using T-bird for email and now is getting the 'UID fetch error message, no previous issues ti",❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-06-04 14:16:21 -0700
1415057,2023-06-04,Thunderbird How do I cancel thunderbird and get my contribution stopped? ,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-04 16:37:13 -0700
1415058,2023-06-05,"Sort emails by star and then newest date on top no longer works in Beta v.114 My email inbox was always sorted by star and then date, with all my starred emails",❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;tbbetasn;,2023-06-04 19:15:58 -0700
1415065,2023-06-05,segítség thunderbirdben emailek fogadásának  visszaállításához Jó reggelt! Thunderbirdben használt emailcímem (lillaeinstein@t-email.hu) napok óta nem működik.A,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-04 23:19:54 -0700
1415066,2023-06-05,"Chiusura programma all'apertura di file Zip Salve, come riportato nell'oggetto ogni qual volta ricevo un file rar o zip sia se provo a salvarlo che aprirlo dire",❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-06-04 23:54:58 -0700
1415073,2023-06-05,"Problemi Thunderbird 102.11.2 con account gmail Buongiorno, utilizzo WIN10-Thunderbird 102.11.2, dal 01/06/2023 non riesco inviare posta elettronica agli accoun",🪟;WIN10;os:win10,🔏;privacy-and-security;t:privacy_and_security,📮;gmail;m:gmail,❓;;av:unknown,❓;;uc:unknown,privacy-and-security_1;,2023-06-05 01:19:48 -0700
1415080,2023-06-05,"Emails Hello, please can you help, thunderbird is showing that I have new messages but cannot see them, this is happening on a regular basis and I have tried al",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-05 02:37:32 -0700
1415084,2023-06-05,Thunderbird adds me as an attendee  to my own event on a Google calendar whenever I edit it after I create it. If I create an event in a Google calendar in Thun,❓;;os:unknown,📅;calendar;t:calendar,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,calendar;,2023-06-05 03:59:49 -0700
1415086,2023-06-05,"cartelle unificate moltiplicate Buongiorno, nella vista cartelle unificate ho quelle dei vari account moltiplicate, sono passato da outlook a thunderbird propri",❓;;os:unknown,👽;other;t:other,💌;outlook;m:microsoftemail,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-05 05:30:21 -0700
1415089,2023-06-05,Using local folders to archive emails My main email account is with my internet provider and the storage available is unlimited.    I have three other accounts ,❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-06-05 06:47:52 -0700
1415092,2023-06-05,Cannot send email with smtp.office365.com Thunderbird Cannot send email with smtp.office365.com - I matched the setting with what office gives me.  Still no luc,❓;;os:unknown,👽;other;t:other,💌;office365;m:microsoftemail,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-05 07:18:35 -0700
1415094,2023-06-05,Failure to import ZIP of old emails Hi folks! I had to configure a new email which I run from the Thunderbird platform. I backed up a year's worth of emails in ,❓;;os:unknown,🛠;download-and-install;t:download_and_install,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-06-05 07:33:16 -0700
1415095,2023-06-05,Address Book name entries matching when composing emails I just imported my Google Contacts into Thunderbird (102.11.2) Address book. I verified that entries co,❓;;os:unknown,👽;other;t:other,📮;gmail;m:gmail,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-05 07:50:08 -0700
1415096,2023-06-05,"Replacing my Retiring Account with Gmail My waitrose.com EMAP account with Plusnet is closing.  I intend to replace it with gmail.com, which I previously establ",🪟;Windows 10;os:win10,🛠;download-and-install;t:download_and_install,📮;Gmail;m:gmail,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-06-05 08:15:24 -0700
1415098,2023-06-05,Impossibile fare update di Thunderbird 102.11.1 (64bit) Ho il seguente problema con Thunderbird: fino alla settimana scorsa il mio Thunderbird 102.11.1 (64bit) ,🪟;Windows 11;os:win11,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-06-05 08:36:30 -0700
1415100,2023-06-05,"incoming folder moltiplications Hi, in the unified folder I have the same incoming folder multiplicated. ",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-05 08:47:23 -0700
1415101,2023-06-05,"incoming folder moltiplications Hi, in the unified folder I have the same incoming folder multiplicated. ",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-05 08:55:48 -0700
1415103,2023-06-05,"https://support.mozilla.org/en-US/questions/1369055 I got this answer from the Internet, but doesn't work on canonical linux on dell xps 13 Plus.  Works on win1",🐧;linux;os:linux,🚧;fix-problems;t:fix_problems,💌;twc;m:microsoftemail,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-06-05 08:59:08 -0700
1415106,2023-06-05,Filtry zpráv po bnovení IMAP profilu nefungují automaticky (Po napadení hackerem jsme zašifrovanou poštu museli obnovit ze starší zálohy) Profil IMAP byl obnove,🪟;WIN 10;os:win10,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-06-05 09:11:01 -0700
1415108,2023-06-05,"Delayed and/or missing email I have had several bouts of delayed or missing email.  Below I document one of the most extreme delays, 18 days to get an email (do",❓;;os:unknown,🚧;fix-problems;t:fix_problems,💌;outlook;m:microsoftemail,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-06-05 09:27:15 -0700
1415110,2023-06-05,Editing sigs I keep forgetting how to edit sigs in local folders: please remind me. ,❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-05 09:29:54 -0700
1415111,2023-06-05,"IMAP, Folder Storage is 95% full and nothing I do in Disk Space settings deletes any messages I have archived emails up to 2022 and set the retention policy to ",❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-06-05 10:05:31 -0700
1415112,2023-06-05,Message filters do not run automatically (After the hacker attack we had to restore the encrypted mail from an older backup) The IMAP profile has been restored ,🪟;WIN 10;os:win10,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-06-05 10:12:22 -0700
1415115,2023-06-05,"Turn Off Threads ver 102.11.2 Hello, I am a current user that is pretty familiar with Thunderbird and how it had worked with previous versions. I had just insta",❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-06-05 10:44:45 -0700
1415120,2023-06-05,"Lost emails & other issues after upgrade to Thunderbird 114.0b6 (64-bit) Hi, Having just upgraded to Thunderbird 114.0b6 (64-bit), I seem to have lost the vast ",❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;tbbetasn;,2023-06-05 11:44:28 -0700
1415121,2023-06-05,Mozilla Emails unable to send or receive Thunderbird problem:  The system was fully operational on 2nd June but nothing available on my Main PC in my office. In,❓;;os:unknown,🚧;fix-problems;t:fix_problems,📮;Gmail;m:gmail,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-06-05 11:45:49 -0700
1415123,2023-06-05,Thunderbird continually asking for Passwords but won't accept or save them I've used Thunderbird (TB) for years and have never been asked for a password until a,🪟;Windows 11;os:win11,🔏;privacy-and-security;t:privacy_and_security,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,privacy-and-security_1;,2023-06-05 12:28:40 -0700
1415125,2023-06-05,Thunderbird continually asking for Passwords but won't accep or save them I've used Thunderbird (TB) for years and have never been asked for a password until ab,🪟;Windows 11;os:win11,🔏;privacy-and-security;t:privacy_and_security,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,privacy-and-security_1;,2023-06-05 12:41:26 -0700
1415126,2023-06-05,Email My emails will not delete.  The result is that I have 71000 plus messages and I cannot get rid of them ,❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-06-05 12:44:57 -0700
1415128,2023-06-05,"Message Filters don't work on an Apple IMAP Junk folder. Tried and tried, nothing. Next day worked fine. Sigh. No way to delete this question. ",❓;;os:unknown,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-06-05 13:14:59 -0700
1415133,2023-06-05,updated Thunderbird Updated Thunderbird today. Sending the first message after the seemingly successful install resulted with an error stating it could not save,❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-06-05 14:48:30 -0700
1415134,2023-06-05,"only 3 days of emails in trash since the last update, my trash folders have only been keeping a few days worth of deleted emails. It used to keep them for 30 da",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-05 15:15:51 -0700
1415135,2023-06-05,"Remove deceased account My father, email is [edited] @zoominternet.net has passed away.  Would you please close his account?  My mom has no idea what his passwo",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-05 15:35:22 -0700
1415136,2023-06-05,"Emails for one eddress One of the facilities in my old email client Turnpike (killed off by Microsoft!) was that if I looked at an address, say for example John",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-05 15:43:56 -0700
1415139,2023-06-05,Display of home page not working properly When I wake my windows 10 laptop from sleep the Thunderbird home page does not display properly. It shows up as jumble,🪟;windows 10;os:win10,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-05 16:05:48 -0700
1415144,2023-06-06,"Would like a link for 64 bit Thunderbird download, please Hello ~ I have a 64 bit Windows 7 system, and when I download Thunderbird, it gives me the 32 bit vers",🪟;Windows 7;os:win7,🛠;download-and-install;t:download_and_install,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-06-05 17:45:52 -0700
1415145,2023-06-06,"James, thanks!! Hi James, Thanks much for your kind support.  I can't seem to send you a message any other way.  So, just want you to know that I appreciate you",❓;;os:unknown,🛠;download-and-install;t:download_and_install,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-06-05 17:59:52 -0700
1415156,2023-06-06,Thunderbird messages won't open in existing message window 102.11.2 (32-bit) Thunderbird messages won't open in existing message window 102.11.2 (32-bit). It ju,❓;;os:unknown,🚧;fix-problems;t:fix_problems,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-06-05 23:15:46 -0700
1415160,2023-06-06,ALL GMAIL EMAILS RETURN AS DELIVERY FAILED All our pc's in the business uses thunderbird. Glanspunt is our domain. when ever we send emails to any gmail account,❓;;os:unknown,🚧;fix-problems;t:fix_problems,📮;GMAIL;m:gmail,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-06-06 00:45:01 -0700
1415161,2023-06-06,"Unable to send emails to a lot of my regular email address, some will go through, majority not. This message was created automatically by mail delivery software",❓;;os:unknown,👽;other;t:other,📮;gmail;m:gmail,🅰;AVg;av:avast,❓;;uc:unknown,other;,2023-06-06 00:48:41 -0700
1415164,2023-06-06,"I can't set up  mail address I have a new personal computor . I have my account in Mozzila ISP  Data Base, But I can't log in to the servoir. I would like to se",❓;;os:unknown,👽;other;t:other,📮;gmail;m:gmail,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-06 01:27:27 -0700
1415168,2023-06-06,"Thunderbird Saving IMAP password but not SMTP Thunderbird has saved the password for IMAP on my email account, but not the password for SMTP, so I have to enter",❓;;os:unknown,🔏;privacy-and-security;t:privacy_and_security,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,privacy-and-security_1;,2023-06-06 02:17:07 -0700
1415169,2023-06-06,"problems witv thundebird mail can't send mail/ The server responds ""Excessive emails sent"" ",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-06 02:44:35 -0700
1415170,2023-06-06,How can I set a System tray Icon and show total unread email counts in the system tray icon ? I am on Linux Mint 21.1 Cinnamon and I have been using Birdtray as,🐧;Linux;os:linux,🔩;customize;t:customize,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,customize;,2023-06-06 02:51:43 -0700
1415171,2023-06-06,How to get automatic updates for the latest version of Thunderbird on Linux Mint 21.1 Cinnamon from 102.11.0 to 102.11.2  ? I am on Linux mint 21.1 Cinnamon and,🐧;Linux;os:linux,🛠;download-and-install;t:download_and_install,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,download-and-install_1;,2023-06-06 02:57:09 -0700
1415179,2023-06-06,"richiesta aiuto per archiviazione e mail Buongiorno, lavoro in uno studio legale e i miei account di posta elettronico sono su server Aruba ma lo spazio non bas",❓;;os:unknown,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-06 06:17:36 -0700
1415184,2023-06-06,Thunderbird email folder missing! My previous email provider (Spectrum) disconnected my email account because they don't provide service at my new address.  The,🪟;Windows 10;os:win10,🚧;fix-problems;t:fix_problems,💌;Spectrum;m:microsoftemail,❓;;av:unknown,❓;;uc:unknown,fix-problems;,2023-06-06 07:26:57 -0700
1415185,2023-06-06,"some inbox mail incorrectly displaying Only just started in past day or so, some emails that I have already read are now empty (no from, to, subject or body) or",🪟;Windows 10;os:win10,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-06 07:38:32 -0700
1415187,2023-06-06,Multiple Addressees I am using Thunderbird 112.11.2 version with Win 11.   How do I send/forward an email to multiple addressees.  The addressees are in my Addr,🪟;Win 11;os:win11,👽;other;t:other,❓;;m:unknown,❓;;av:unknown,❓;;uc:unknown,other;,2023-06-06 08:31:21 -0700
