id,created,updated,title,content,tags,product,topic,locale,answers,creator,link
1418921,2023-07-20 13:04:23 -0700,2023-07-20 13:04:23 -0700,Authentication of alias account keeps popping up to authenticate--not the primary account?,"<p>I am using mailfence as my e-mail provider and have created a primary e-mail account and an alias of the primary account.  When I go into my account, the alias account keeps popping up and wanting to authenticate.  How do I get this to stop popping up? </p>",other;troubleshootingdetailsmissing;mailfence;,thunderbird,other,en-US,,LReynolds1234,https://support.mozilla.org/questions/1418921
1418924,2023-07-20 13:20:49 -0700,2023-07-22 01:56:59 -0700,Emails Auto-Delete,"<p>Emails keep auto deleting my emails, even though my settings are set for never delete. How can this issue be solved? </p>",fix-problems;,thunderbird,fix-slowness-crashing-error-messages-and-other-problems,en-US,1591861;1591867;1592126;,RSOTO909,https://support.mozilla.org/questions/1418924
1418926,2023-07-20 14:14:29 -0700,2023-07-20 14:32:25 -0700,how do I remove your contribution request from the thunderbird screen,<p>see my question </p>,download-and-install_1;,thunderbird,download-install-and-migration,en-US,1591863;,jameshunt,https://support.mozilla.org/questions/1418926
1418928,2023-07-20 14:37:23 -0700,2023-07-20 14:38:27 -0700,"cardbook launches ""Add a new address book"" dialog every time a contact is opened.","<p>I'm a long-time Thunderbird user (since TB 3.0) finding myself having to rebuild my TB install yet again.  </p><p>Thunderbird 105 had been working fine since I installed it on this laptop 189 months ago. Suddenly, in early July, it was unable to write to mailboxes on several of my gmail pop accounts.  (it suggested I was out of disk space or didn't have enough permissions. Neither was the case.) </p><p>I was forced to create a new TB installation and I'm now trying to rebuild my e-mail life from scratch. Not fun.  I've got most things working but whenever I open a gmail contact using CardBook,  the ""Add a new address book"" dialog is opened as well. Very annoying.  What would be causing this and how do I get rid of it?  (I tried all the options it gave me and none helped.) </p><p>Here's how I rebuilt my TB installation: </p><p>Downloaded and installed latest TB. Turns out it's 115 for which many add-ons aren't ready yet.  Installed QuickFolders, QuickFilters addons (beta versions) Installed Lightning and Provider for Google Calendar add-ons Recreated my 3 gmail accounts (2 pop and 1 imap) plus my ISP account (pop). 1 pop gmail account uses Local Folders, the others all have their own folders. Set up my Google Calendar in CardBook.  Shutdown TB. Copied all my mailboxes in Local Folders over to my new profile (having first renamed Inbox to Inbox-old.) I haven't tried copying my old TB address books from the old profile, yet. </p>",customize;tb115;probablynotathunderbirdproblem;cardbook;,thunderbird,customize-controls-options-and-add-ons,en-US,1591866;,gmkayaker2,https://support.mozilla.org/questions/1418928
1418929,2023-07-20 14:37:28 -0700,2023-07-22 09:35:49 -0700,Signature seems to get formatted as table when I paste Excel or Google Sheets cells into message body,"<p>Hello, </p><p>I'm trying to set up a signature in Thunderbird today.  It works great when I just compose and send a message.  The signature looks kind of weird on my side before it sends - It outlines the boxes separating the individual HTML components in red - but looks perfect to the recipient. </p><p>The problem happens if I copy and paste and cells into the message body.  Then the red outlines of my composition signature turn grey - and the recipient also sees those red lines.  It doesn't happen if I paste the cells without formatting, but that's not an option for my work. </p><p>I have tried setting up the HTML signature with the HTML code, and as a file attachment, and also just pasting it into the signature box.  The problem occurs the same way in all cases.   </p><p>It feels as if as soon as I add a table to the email, it wants my signature to also be a table.  Please help! </p><p>Thank you, </p><p>Sean </p>",other;signature;,thunderbird,other,en-US,1591907;1592054;1592196;,seanlassu,https://support.mozilla.org/questions/1418929
1418931,2023-07-20 14:52:18 -0700,2023-08-01 21:34:40 -0700,How to diagnose OAuth2 authentication failures,"<p>I've been a faithful Thunderbird user since the beginning - and continue to use Thunderbird with our company's Microsoft365 deployment </p><p>until Monday of this week -- when suddenly I find that my credentials are being refused. </p><p>The symptoms </p> <ul><li> XXX: Connected to <a href=""http://outlook.office365.com"" rel=""nofollow"">outlook.office365.com</a> </li><li> nothing in the activity viewer </li><li> no email coming in </li></ul> <p>I've read and tried all the fixes proposed in the article at <a href=""https://support.mozilla.org/en-US/kb/microsoft-oauth-authentication-and-thunderbird-202"" rel=""nofollow"">https://support.mozilla.org/en-US/kb/microsoft-oauth-authentication-and-thunderbird-202</a> (restarting thunderbird after each step, naturally) </p> <ul><li> have authorized Thunderbird to our Microsoft365 tenant </li><li> created and tried registering with a new thunderbird profile </li><li> have set my security settings to 'accept all cookies' </li><li> have used the config editor to remove 'oauth2.issuer' and 'oauth2.scope' values </li><li> I've checked that my account in Microsoft365 has IMAP and Authenticated SMTP enabled </li></ul> <p>So, since Monday, I've been living in hell, trying to pretend that the Microsoft Outlook app for macOS is useable, but it's practically debilitating to be forced to use that piece of software. </p><p>Can somebody please point me to another possible set of steps that I can use to try and diagnose this? </p><p>I <em>absolutely hate myself</em> for having to ask for help on this, but I'm at my wit's end... </p>",fix-problems;needsinfo;troubleshootingdetailsmissing;macos;msoauth;,thunderbird,fix-slowness-crashing-error-messages-and-other-problems,en-US,1591868;1594449;,billybob.mitchell,https://support.mozilla.org/questions/1418931
1418933,2023-07-20 15:10:06 -0700,2023-07-26 14:05:08 -0700,Potential Security Risk Ahead,"<p>Thunderbird is completely unusable in the latest release.  Attempting to set up a gmail based account results in </p><pre>""Warning: Potential Security Risk Ahead </pre> <p>Thunderbird detected a potential security threat and did not continue to 192.168.1.250. If you visit this site, attackers could try to steal information like your passwords, emails, or credit card details."" </p><p>That's it.  No options, no explanation, no KB articles, nothing. It just doesn't work.  But why is Thunderbird trying to open a web connection to my local machine?  If it's trying to talk to itself, why can't it?  This is clearly an issue with trying to authenticate to Google as it happens after auth, but come on, this is a given requirement these days.  If your app doesn't work out of the box (MacOS 13 btw), it may as well not exist for the OS, so this is very confusing. </p><p>Trying out older versions was a real comedy of failures as well.  Too old and it's just a disaster.  Too new and it just self updated to 115 again which doesn't work.  So kinda seems like this is not a functional app anymore, at least not on Mac.  Baffling.  I guess it can only be used with legacy style email systems. </p>",download-and-install_1;troubleshootingdetailsmissing;tb115;probablynotathunderbirdproblem;,thunderbird,download-install-and-migration,en-US,1592105;1593045;,yadinf,https://support.mozilla.org/questions/1418933
1418934,2023-07-20 15:36:07 -0700,2023-07-23 22:21:19 -0700,Columns Behaviour is Bizarre in version 115,"<p>Thunderbird 115.0.1 (64-bit) on Windows 10 Pro 22H2 OS build 19045.3208 Having just updated from 102.13.0.0, I find the sizing and applying of column sizes/views to be even more frustrating than before. Comments/questions: 1. Why is it virtually impossible to simply slide a column header divider to a new location where one wants the divider to be without other adjacent columns changing size too? 2. Why do columns like Date and Tag refuse to slide to a minimal size and even double-clicking requires multiple attempts to reduce the width? 3. Why do column widths not transfer exactly when using Apply to...&nbsp;? 4. Is it possible to have an Apply to... option that is All Accounts and their Children? (Rather than having to do it on each Account separately.) 5. Once a particular ""view"" (generic use of the term) is to one's satisfaction, what is the supported way to reproduce that <strong>exactly </strong> on all folders in all Accounts, so that every element (column selections, sizing, sorting, etc) is identical on all folders? Thanks! </p>",customize;tb115;,thunderbird,customize-controls-options-and-add-ons,en-US,1592165;1592449;,jeronymite,https://support.mozilla.org/questions/1418934
1418935,2023-07-20 15:53:20 -0700,2023-07-20 15:53:20 -0700,"""Import from a SeaMonkey installation"" is NOT working!","<p>Thunderbird 115.0 (64-bit) </p><p>I click on the Menu icon, then click on ""Tools"", then click on ""Import"".  Then I select ""Import from a SeaMonkey installation"", but when I click the ""Continue"" button, the button changes color, indicating that it has been clicked, but NOTHING ELSE happens.  It does NOT take me to the next step. </p><p>Am I missing something, or is this part of Thunderbird broken? </p>",download-and-install_1;import;tb115;,thunderbird,download-install-and-migration,en-US,,len20,https://support.mozilla.org/questions/1418935
1418936,2023-07-20 15:56:16 -0700,2023-07-20 15:56:16 -0700,Salvar mensages para liberar espaço,"<p>Olá, boa noite. </p><p>Gostaria de saber se existe uma forma prática de salvar mensagens do thunderbird numa pasta local para apagá-las da conta imap em seguida, liberando espaço na caixa de email, de forma que mesmo assim eu ainda consiga localizar uma mensagem antiga, caso necessário. </p>",other;,thunderbird,other,pt-BR,,edson.516,https://support.mozilla.org/questions/1418936
1418937,2023-07-20 16:31:06 -0700,2023-07-20 23:45:39 -0700,Thunderbird eMail On 2 Computers,"<p>I posted a couple days ago, but what I posted was confusing and convoluted, so I am trying to be more concise this time. I need to have the Thunderbird (TB) eMail on both my work and home computer. It is already on my work computer and I have copied the TB eMail to a USB according to what I found on here, and have checked and all the files appear on the USB. I have tried to get the TB eMail on my home computer now, with that USB, but can not, no matter what I try. I have downloaded the TB eMail from the Mozilla site to my home computer several times; deleted it to try again; and have cleared everything out every time I do. However EVERY time now, I am getting an error message that the Profile Setting Can Not Be Found.....specifically it says "" Your Thunderbird profile cannot be loaded. It may be missing or inaccessible."" in a pop up window. I don't know how to get rid of this so that it does not pop up every time - because again, it pops every time even after I delete the TB completely. If someone could guide me on how to get the TB on my home computer without that popping up, and how to proceed from there, because I do have all those files on the USB, it would be GREATLY appreciated!!! Thank you in advance for any help!!!!! </p>",download-and-install_1;,thunderbird,download-install-and-migration,en-US,1591941;,jsjackson1,https://support.mozilla.org/questions/1418937
1418940,2023-07-20 17:16:21 -0700,2023-07-31 22:41:25 -0700,"Email account deleted - want to keep emails, wont copy","<p>I have an email account that has been deleted but I want to keep the original emails and move them into a local folder. I have tried to move, copy and paste, drag and drop but they will not copy to local. I have tried to move emails from other accounts but cannot do this either but have done before, I am not sure if this is related to the deleted account or if there is another issue. </p>",fix-problems;,thunderbird,fix-slowness-crashing-error-messages-and-other-problems,en-US,1592034;1592118;1592157;1594230;,AussieDenis,https://support.mozilla.org/questions/1418940
1418943,2023-07-20 19:17:28 -0700,2023-07-20 19:17:28 -0700,Thunderbird fails to filelink large files,"<p>I use Filelink (w/Dropbox) to attach large videos to emails.  Videos up to ten minutes long(232MB) work perfectly while 15 minute videos(346MB) fail to upload to Dropbox with an [""Unable to upload 'Graphics Meeting.mp4'] to Dropbox"" popup.  There's plenty of space available on Dropbox and if I copy a large video directly to the Dropbox directory it uploads flawlessly. If Filelink has a max file size, I have no idea where to find it or how to increase it. </p>",fix-problems;filelink;dropbox;,thunderbird,fix-slowness-crashing-error-messages-and-other-problems,en-US,,DJM,https://support.mozilla.org/questions/1418943
1418948,2023-07-20 20:11:24 -0700,2023-07-23 13:49:16 -0700,New website,<p>Why does the new website not have links to release notes or add-ons? </p>,other;,thunderbird,other,en-US,1591956;1592091;1592136;1592256;1592301;1592347;1592372;,libcub1,https://support.mozilla.org/questions/1418948
1418949,2023-07-20 20:45:56 -0700,2023-07-20 21:02:06 -0700,keeps asking for donation after I donated ready to uninstall,<p>keeps asking for donation after I donated will not update ready to uninstall </p>,download-and-install_1;,thunderbird,download-install-and-migration,en-US,1591920;,allamericom,https://support.mozilla.org/questions/1418949
1418952,2023-07-20 22:12:18 -0700,2023-07-24 11:19:16 -0700,Trouble resizing the message list in Thunderbird 115,"<p>I can't resize the message list to show fewer than 6 emails.  Actually 5.5, since the 6th is cut off.  I'm sure I could do this with previous releases.  How can I get around this? </p>",other;tb115;,thunderbird,other,en-US,1591939;1592420;1592431;1592437;1592552;1592553;1592576;1592577;,milthorst,https://support.mozilla.org/questions/1418952
1418953,2023-07-20 22:29:59 -0700,2023-07-22 01:59:45 -0700,Trouble importing a POP account into Thunderbird 115,"<p>I am trying to import the messages from a Thunderbird 102 profile into 115. The profile includes one gmail POP account. Importing the profile gets all the messages in Local Folders, but none of the ones associated with the POP account (Inbox/Sent/Drafts/Junk/Trash). Newly received messages go into the Inbox without a problem. </p><p>Tuhunderbird 115.0.1, 102.13.0, macOS 13.4.1 </p>",download-and-install_1;upgrade;tb115;,thunderbird,download-install-and-migration,en-US,1591991;1592002;1592009;1592021;1592047;1592127;,Wyg,https://support.mozilla.org/questions/1418953
1418954,2023-07-20 22:42:45 -0700,2023-07-21 10:29:43 -0700,Thunderbird Dark Theme Not Applying to Message Pane / Opened Email,"<p>I'm having an issue where I'm noticing that Thunderbird is not applying a dark theme to messages that I receive. Most messages show up with a white background. I've tried adjusting the colors under composition, which doesn't do anything for the inbox emails. The only thing that makes a difference is if I change General&gt;Fonts &amp; Colors&gt;Colors&gt;and change the override to ""Always"", the inbox messages do turn dark as intended, but at the same time it applies a high contrast theme to the client, which is not what I'm looking for (undoubtedly better than nothing). I've tried using Dark Reader, but whenever I click on an email, it flashes white before it turns dark. Any help is appreciated! </p>",customize;,thunderbird,customize-controls-options-and-add-ons,en-US,1591969;1592028;,nymphlode,https://support.mozilla.org/questions/1418954
1418955,2023-07-20 23:12:26 -0700,2023-07-21 04:00:12 -0700,sending images thunderbird,"<p>when adding an image to an email, the photo appears huge (is really a 2x4inch pic and 196kb 300 resolution for example).Sent the email to myself to test the result and it appears similarly huge there as well. an attachment is better but still large, this only has happened since using gimp10 image treatment; never had the problem previously when I could add a 4x6inch image for example to Thunderbird , and it would look like the intended 4x6inch <a href=""http://image.Am"" rel=""nofollow"">image.Am</a> told I can't go back to installing gimp8 with the new Linux download.thankyou---E </p>",other;,thunderbird,other,en-US,1591968;,millima2008,https://support.mozilla.org/questions/1418955
1418958,2023-07-21 00:27:00 -0700,2023-07-26 10:03:41 -0700,Grouped folder functionality in Thunderbird 115,"<p>Hello all together! I have a question concerning the grouped folder functionality in TB 115. I use TB for some years now and updated to the latest version 115 the other day and the installation worked fine. All my accounts are still there and synchronize as before. But when I switch to the grouped folder view I do not see any mails there in the inbox. No content from any of my accounts at all. Also I can not find any swith in the grouped inboxfolder settings that allows me to check if the accounts are ""in"" there. I hope that you have some ideas for me, what is going wrong and how I can fix it. I attach two screenshots that hopefully describe the issue sufficiently. </p><p>Thanks in advance for your support! </p><p>Oliver </p>",customize;troubleshootingdetailsmissing;tb115;unifiedfolders;,thunderbird,customize-controls-options-and-add-ons,en-US,1591964;1592195;1592434;1592461;1592708;1592982;,hirschow,https://support.mozilla.org/questions/1418958
1418961,2023-07-21 00:57:11 -0700,2023-07-21 08:07:18 -0700,Allow remote content not working!,"<p>Hi guys </p><p>'Allow remote content' is not working. I have it enabled but some reason it doesn't even show the yellow bar along the top of the tab asking if I would like to view. </p><p>I've checked exceptions, added to allow and even then still nothing. </p><p>Is there something deep in the advanced config I should look at? </p>",fix-problems;,thunderbird,fix-slowness-crashing-error-messages-and-other-problems,en-US,1591963;1591974;1591992;1591994;,am39,https://support.mozilla.org/questions/1418961
1418967,2023-07-21 03:09:58 -0700,2023-07-21 03:11:49 -0700,"After update Thunderbird 115, mail delivery error alert is received.","<p>Hi,  </p><pre> After installing Thunderbird 115, when sending an email, very often I will receive an email alert stating (see image - spanish screenshots): </pre> <p>Delivery failure: An error occurred while sending mail: outgoing server error (SMTP). The server responded <a href=""http://xxxxx.domain.net"" rel=""nofollow"">xxxxx.domain.net</a> Errro: timeout exceeded. </p>",other;needsinfo;troubleshootingdetailsmissing;tb115;cannotsendemails;tb11501;,thunderbird,other,en-US,1591962;,abelardoam,https://support.mozilla.org/questions/1418967
1418972,2023-07-21 05:36:07 -0700,2023-07-22 21:12:30 -0700,Creating new folders in thunderbird,"<p>When I create new folders I cannot work out how to get them to appear where I want them to be. Under the bin icon for deleted emails I have an alphabetical list of folders: Books Online orders Origin Sewing Shell. I want to add a Pilates folder to this list, but it won't do it - it appears as a subfolder of Inbox. I can't remember how I created the other ones, but I'm trying to make an alphabetical system of folders to store the emails I need to keep.What am I doing wrong please? Can you help? Thank you. </p>",other;,thunderbird,other,en-US,1592033;1592041;1592042;1592130;1592274;1592276;1592279;,ra.james@btinternet.com,https://support.mozilla.org/questions/1418972
1418973,2023-07-21 05:43:58 -0700,2023-07-24 03:10:26 -0700,"Migrating Thunderbird, Win 10 to Win 11","<p>Hi. </p><p>I've recently set up a new computer. I'm a Thunderbird user. </p><p>My old computer is running Windows 10. My new one runs Windows 11.  I'm running the same (current) version of TB on both computers. </p><p>I can't get my emails to move from one computer to another. I know, this sounds dumb, but it isn't; my email provider uses a weird hybrid of POP3 and IMAP, and just ""connecting"" didn't do the trick; in fact, adding my account to TB under 11 ate most of my emails on the server because the default TB/POP3 setting kills all old emails after 14 days. </p><p>Fortunately, my old emails still live on the Windows 10 computer because it DOESN'T do that. </p><p>I have tried export/import, but that doesn't work because my account is very old, very large, and creates a 5GB file. I've tried just MOVING it, but TB isn't picking up the old stuff correctly. </p><p>I'm pretty sure this is a TB 10/11 incompatibility for one simple reason: when I export just my address book from the 10 installation the import fails on the new (11) machine, BUT when I export it from another machine that's already running 11 I can import it on the new machine.  </p><p>How do I export mail from TB on 10 and import on 11&nbsp;? </p><p>Thanks! </p>",download-and-install_1;,thunderbird,download-install-and-migration,en-US,1591979;1592486;,jeff236,https://support.mozilla.org/questions/1418973
1418974,2023-07-21 05:52:42 -0700,2023-08-01 23:43:58 -0700,event colors in calendar,<p>Thunderbird 115 Calendar events still no colored according to categories? </p>,calendar;unsupported;userchromecss;unsupporteduserchromecss;notathunderbirdproblem;eventcolors;events;,thunderbird,calendar,en-US,1592024;1593578;1593637;1593639;1593777;1593780;1593782;1593809;1593819;1593820;1593824;1593826;1593829;1593834;1594306;1594468;,jjvjjv,https://support.mozilla.org/questions/1418974
1418975,2023-07-21 06:01:40 -0700,2023-07-21 06:19:10 -0700,Do we update?,<p>I noticed that that in the last few you released an updated version of Thunderbird. On checking your about function I am happily running version 102.13.0 (64-bit) which informs I am up to date. Do I need to version 115.0.1? If so will I encounter anything untoward? etc. </p>,download-and-install_1;,thunderbird,download-install-and-migration,en-US,1591978;,cliff.green,https://support.mozilla.org/questions/1418975
1418976,2023-07-21 06:03:38 -0700,2023-07-21 06:03:38 -0700,I need technical support. EMAILS,"<p>The email <em>luciana@smjadvocacia.com.br</em> had all the emails deleted, they were not moved to any other folder, I attest to this because I checked myself, no folder contains the received emails. The emails were not deleted by the user's will, they simply disappeared from the ""Inbox"" and after that they were not found anymore. What should I do? Can you help me recover these emails? I'm not sure if there was a backup system in place, manually I am sure there was not, but if the system has an automatic backup it might be saved. These are very important emails, I can't be without them. </p><p>I await your return, thank you! </p>",other;dataloss;troubleshootingdetailsmissing;,thunderbird,other,pt-BR,,audiencia,https://support.mozilla.org/questions/1418976
1418981,2023-07-21 06:53:48 -0700,2023-07-21 21:40:12 -0700,Thunderbird Calendar - Select a calendar,<p>I added a calendar but have no idea how to select that calendar to change color or delete it.  How do I select a specific calendar? </p>,calendar;,thunderbird,calendar,en-US,1592023;1592060;1592061;1592101;,mjngltn,https://support.mozilla.org/questions/1418981
1418982,2023-07-21 07:52:01 -0700,2023-07-21 09:09:16 -0700,visualizzazione email in arrivo,"<p>salve a tutti preferisco che le email in arrivo siano visualizzate semplicemente con riferimento alla data di ricezione,  </p><p>ovvero senza riguardo alla 1° email a cui sono seguite poi le risposte </p><p>questo perchè è un casino trovare la mail che mi serve tra quelle assembrate in successione </p><p>esiste la possibilita di farlo? </p><p>poiche questo ""assembramento"" non esisteva una volta, se non si puo escludere vorrei mi indichiate una versione di thunderbird prevedente alla sua implementazione, cosi da poter visualizzare i messaggi in ordine di arrivo senza alcuna altro riferimento </p>",other;,thunderbird,other,it,1592016;,hotlancelot,https://support.mozilla.org/questions/1418982
1418985,2023-07-21 09:04:43 -0700,2023-07-21 09:44:16 -0700,Replacing Account GPG Key Fails,"<p>My TB account/email address was set up with a valid, working gpg key, it was then discovered there was a problem with that key, outside of TB. So I revoked and deleted the key outside of TB, then I deleted the key from my TB account and tried to import a new replacement key into my TB account, but the import failed. The steps taken with this import were identical to those taken for the original import, as shown in the attached image. Can anyone explain why the import fails? TIA Jay </p>",privacy-and-security_1;gpg;,thunderbird,privacy-and-security-settings,en-US,1592020;,jayand1970,https://support.mozilla.org/questions/1418985
1418986,2023-07-21 09:27:05 -0700,2023-07-22 02:10:18 -0700,My Thunderbird is often cleaning folders up,<p>My Thunderbird is cleaning folders up too often </p>,fix-problems;,thunderbird,fix-slowness-crashing-error-messages-and-other-problems,en-US,1592032;1592131;1592132;,maciekgorski,https://support.mozilla.org/questions/1418986
1418990,2023-07-21 09:56:21 -0700,2023-07-21 09:56:21 -0700,Thunderbird 115.0 / 115.0.1 - CalDAV does not sync,"<p>Hello, </p><p>since update to Thunderbird 115.0 (from 102) it seems that the CalDav sync does not work. The items that have been synced when updating to the new version still exist, but modifications (new items, deleted items) do not sync any more. </p><p>On my CalDAV server and synced Android calendars everything works. Pushing the synchronization via the menu does not help. I also checked the settings of my 12 calendars, but they are valid. </p><p>Is this a known problem or reproducible by others? </p><p>Kind regards Florian </p>",calendar;troubleshootingdetailsmissing;tb115;caldav;,thunderbird,calendar,en-US,,k92penbgtowlll4a,https://support.mozilla.org/questions/1418990
1418991,2023-07-21 10:21:59 -0700,2023-07-21 11:23:55 -0700,"How do I stop ""THREADING"" on ALL Folders","<p>I NEVER used Threading, but after the latest updates ALL my folders are now THREADED.  I HATE Threading and the ONLY way I've found to disable Threading is go to EACH Folder and select VIEW-SORT-UNTREADED. </p><p>That is insane because I have MANY accounts and MANY folders within.  </p><p>Is there any way to disable Threading and switch to UNTHREADED without going folder by folder? </p>",customize;threading;,thunderbird,customize-controls-options-and-add-ons,en-US,1592030;1592035;1592037;,Chicks_Hate_Me,https://support.mozilla.org/questions/1418991
1418992,2023-07-21 10:30:30 -0700,2023-07-21 12:03:22 -0700,Více PC,"<p>Dobrý den,  nikde jsem nedohledal jak se to se správou více emailů na více PC. Je nějaká možnost jak mít jednoho klienta na více PC tak abych nemusel nic složitě zálohovat&nbsp;? A mohl přebíhat jen mezi PC&nbsp;?  </p><p>Děkuji  V. Mečl </p>",customize;,thunderbird,customize-controls-options-and-add-ons,cs,1592049;,vojtamecl,https://support.mozilla.org/questions/1418992
1418993,2023-07-21 11:05:23 -0700,2023-07-21 11:59:47 -0700,"""New Message"" button gone","<p>Somehow I managed to remove the ""New message"" button above my email address. How do I get it back? I have tried looking through the toolbars, but so far nothing is working. </p><p>Does anyone have any ideas? </p><p>Thank you! </p>",customize;tb115;,thunderbird,customize-controls-options-and-add-ons,en-US,1592036;1592039;1592048;,meatball297,https://support.mozilla.org/questions/1418993
1418994,2023-07-21 11:12:31 -0700,2023-07-21 21:38:54 -0700,"After working fine for years, Thunderbird now fails to connect at Startup, but has no problem after that","<p>I’ve been using Thunderbird for many years, and it has been in my Startup apps for all those years, with no problems. But about a month ago, Thunderbird began failing to connect to the server at startup. It happens most of the time, but not 100% of the time. As soon as I see the failure message pop up, I can go to Thunderbird and click Get Messages, and it retrieves them with no problem. I can see that I’m already connected to the internet when Thunderbird starts, so what could be causing these connection failures at startup? </p>",fix-problems;,thunderbird,fix-slowness-crashing-error-messages-and-other-problems,en-US,1592044;1592063;1592100;,gf1701,https://support.mozilla.org/questions/1418994
1419003,2023-07-21 12:10:48 -0700,2023-07-25 06:10:26 -0700,Cannot forward emails over c. 200K as attachments,"<p>When I try to forward emails over c. 200K, I get the following error message: </p><p>An error occurred while sending mail. The mail server responded:  Line length exceeded. See RFC 2821 #4.5.3.1.. Please check the message and try again. </p><p>I have researched this error, and it seems it comes from a line length in the email code being &gt;999 characters long without a space. Now, I get my messages from Yahoo imported into Thunderbird; I can forward such messages as attachments in Yahoo, but not in Thunderbird. Whatever the issue, is there a way to change, alter, or override the RFC setting so I can send larger attachments as emails without encountering this error? I've seen hints on the Web that it might be doable given this or that add-on or by something called GWAVA, but I can't effect a solution myself. Any help would be appreciated. Thanks, John-&nbsp;:) </p>",other;,thunderbird,other,en-US,1592185;1592189;1592572;1592706;,veryproicelandic,https://support.mozilla.org/questions/1419003
1419005,2023-07-21 12:43:05 -0700,2023-07-24 04:43:03 -0700,TB 115 Customizations,"<p>Re: userchrome.css It appears only part of my userchrome file affects customization in latest release (115).   </p><p>Q: Is there any information on how to do customizations for the following specific items:  1. message pane grid lines, 2. message row alternating colors  3. thickness of all pane splitters?  </p><p>Thanks for any leads.... </p>",customize;unsupported;userchromecss;unsupporteduserchromecss;tb115;,thunderbird,customize-controls-options-and-add-ons,en-US,1592062;1592214;1592356;1592362;1592363;1592365;1592367;1592369;1592371;1592383;1592495;1592496;,brantmercer,https://support.mozilla.org/questions/1419005
1419006,2023-07-21 12:47:29 -0700,2023-07-24 22:54:35 -0700,Thunderbird links have stopped working.,"<p>Links in Thunderbird email no longer work. I have to right click, copy and paste into browser.  I've downloaded and installed ver 115.0.1 64-bit and tried 3 different browsers: Firefox, Edge &amp; Chrome and still the links in Thunderbird don't work.  Email links still work, but none that require a browser. </p>",fix-problems;tb115;,thunderbird,fix-slowness-crashing-error-messages-and-other-problems,en-US,1592191;1592209;1592591;1592666;1592667;,jimarch,https://support.mozilla.org/questions/1419006
1419007,2023-07-21 12:55:05 -0700,2023-07-21 12:55:05 -0700,Unified Folder not getting new email,"<p>If you have more than one email account in TB (116 beta)  and you also have a Unified Folder for all the accounts, clicking on the little ""cloud"" to get new email does not work. It should get new email for all accounts in the Unified Folder. You have to get new email individually for each account. </p>",other;tb115;getmail;,thunderbird,other,en-US,,RHall,https://support.mozilla.org/questions/1419007
1419012,2023-07-21 13:16:17 -0700,2023-07-21 13:39:24 -0700,Why are my messages so compact/Can this be changed,"<p>I don't think I can properly explain but I will try.  I just got the latest version of Thunderbird and now the look of the messages in the inbox are very compacted.  In the previous version, the visual look and spacing of the messages in the inbox were more spaced out and easier to read.   </p><p>Is there a way to fix this through a font change or add on?  I can't handle squished messages. </p>",other;density;tb115;,thunderbird,other,en-US,1592057;1592059;,yelnock,https://support.mozilla.org/questions/1419012
1419018,2023-07-21 13:57:10 -0700,2023-07-21 16:39:47 -0700,Keyboard shortcut to hide quick filter bar,"<p>In Thunderbird v115, pressing Ctrl+Shift+K (in Windows) displays the Quick Filter bar (if it's not currently visible).  However, the same shortcut does not hide or toggle the display of the Quick Filter bar.  It can be hidden by navigating through the menus to find the option and unchecking it, but it might be more intuitive and convenient to have the same keyboard shortcut toggle the display of the filter bar instead of only displaying it.  Or perhaps a small ""X"" icon at the right edge of the toolbar could be added to allow hiding it using the mouse. </p>",customize;quickfilterbar;,thunderbird,customize-controls-options-and-add-ons,en-US,1592077;1592079;,swbrains,https://support.mozilla.org/questions/1419018
1419019,2023-07-21 13:57:39 -0700,2023-07-24 12:36:49 -0700,Thunderbird Address Book,<p>When I click on an entry in the Thunderbird Address Book it opens an Edit box.  Is there a way to close such box without having to change the folder and maybe coming back?  It would be nice to have a X or equivalent to close the Edit! </p>,customize;addressbook;,thunderbird,customize-controls-options-and-add-ons,en-US,1592181;1592200;1592205;1592578;1592581;1592592;,jawnobre,https://support.mozilla.org/questions/1419019
1419021,2023-07-21 14:39:47 -0700,2023-07-21 23:25:50 -0700,Thunderbird displays Hebrew font incorrectly,"<p>Hello! I am running Thunderbird 102 with the Tools &gt; Settings &gt; General &gt; Language &amp; Appearance Default font set to Alef, a Hebrew font on my PC. However, when opening a new Write window and typing in Hebrew, the font displayed is definitely not Alef, even after I select it and set it to Alef. It looks like Times New Roman or Book Antiqua, but I am not sure. I have tried View &gt; Repair Text Encoding but it does not seem to change anything. Any assistance you may care to provide will be appreciated. Thanks! </p>",customize;righttoleft;signature;rtlhebrew;hebrew;,thunderbird,customize-controls-options-and-add-ons,en-US,1592099;1592113;,groucho3,https://support.mozilla.org/questions/1419021
