id,question_id,created,updated,content,creator,is_spam,num_helpful,num_unhelpful,link
1589992,1418102,2023-07-11 12:57:10 -0700,2023-07-11 12:57:10 -0700,"<p>I don't have an iPhone, but a friend shared with .heic image files with me. So on Windows, I opened a 1.61 MB .heic file in Windows Paint (it seems to know how to decode them), selected the entire image and copy/pasted it into the body of a message. After sending, I checked the Sent folder and the message is 19.3 MB. Wow. </p><p>I use View &gt; Message Source to open the source code of the message and (after a very long wait) found this information about how the image was encoded into the message body: </p><p>Content-Type: image/png; name=""XRFk01tvNLMXbv6O.png"" Content-Disposition: inline; filename=""XRFk01tvNLMXbv6O.png"" </p><p>As you probably know, PNG is a compression format that is best used for large areas of flat color and is very inefficient for most photos.  </p><p>I repeated the experiment with a 4.3 MB JPEG file, and this time the message size showed as 17.7 MB and I see: </p><p>Content-Type: image/png; name=""86xUeWNjlYFZZMU2.png"" Content-Disposition: inline; filename=""86xUeWNjlYFZZMU2.png"" </p><p>So the issue is not exclusive to HEIC files. </p><p><em>After further research...</em> </p><p>Thunderbird's Config Editor has a setting for the preferred image format for pasting (clipboard.paste_image_type). I'm not sure there is a single optimal setting for this because it depends on what you are pasting. However, I think it's worth experimenting with JPEG for your use case, even if it diminishes image quality to some extent. For further information: </p> <ul><li> <a href=""/en-US/kb/config-editor"" rel=""nofollow"">Config Editor</a>  </li><li> <a href=""https://kb.mozillazine.org/Clipboard.paste_image_type"" rel=""nofollow"">https://kb.mozillazine.org/Clipboard.paste_image_type</a> </li></ul> <p>If there is an easier way to toggle that, I couldn't tell you. </p>",jscher2000,false,1,0,https://support.mozilla.org/questions/1589992
1590566,1418103,2023-07-14 09:21:49 -0700,2023-07-14 09:21:49 -0700,"<p>Hola Si el estado es ""Open"" es que no esta solucionado, por eso te comentaba que si el problema era el mismo agregar o comentar que aun sucede, en que versión y sistema. Acá hay mas casos con filtros: <a href=""https://mzl.la/3SIrzMN"" rel=""nofollow"">https://mzl.la/3SIrzMN</a> Los problema de BUGs debes seguirlos en dicho foro, ya que este es atendido por usuarios.  Saludos </p>",pcp04,false,0,0,https://support.mozilla.org/questions/1590566
1590544,1418103,2023-07-14 07:36:53 -0700,2023-07-14 07:36:53 -0700,"<p>Gracias por la información, Gerardo. Publiqué la consulta en inglés porque la página estaba en inglés (no era <a href=""http://support.mozilla.org/es"" rel=""nofollow"">support.mozilla.org/es</a>). He revisado los dos enlaces y no veo haya sido solucionado. Un cordial saludo. </p>",dxm83,false,0,0,https://support.mozilla.org/questions/1590544
1590404,1418103,2023-07-13 16:23:08 -0700,2023-07-13 16:23:08 -0700,"<p>Hola,  Este foro es en Español, por lo general si la localización del Firefox/Thunderbird es Español al abrir un caso en el soporte lo Podrias ser una regresión, digamos un Bug corregido hace tiempo pero que vuelve a suceder en versiones posteriores: <a href=""https://bugzilla.mozilla.org/show_bug.cgi?id=675418"" rel=""nofollow"">https://bugzilla.mozilla.org/show_bug.cgi?id=675418</a> o este nuevo Bug <a href=""https://bugzilla.mozilla.org/show_bug.cgi?id=1797971"" rel=""nofollow"">https://bugzilla.mozilla.org/show_bug.cgi?id=1797971</a> Ninguno de los casos es sobre Linux pero si el problema es similar puedes agregar tus comentarios en dichos Bugs de lo contrario podrías crear un nuevo, luego agradecería copiar el link aquí y marcar esa respuesta como solución para que sirva a otros usuarios. Saludos </p>",pcp04,false,0,0,https://support.mozilla.org/questions/1590404
1590084,1418106,2023-07-12 05:59:31 -0700,2023-07-12 05:59:31 -0700,"<p>Per Google: It doesn't work abroad, it stops working for me after crossing the borders of SVK. </p><p>This is an English language forum. Please try to post questions in English. </p><p>We can't solve geographical problems. You'll have to check with your email provider. Thunderbird is an individual computer-based mail client, and can only handle what the email provider sends to it. </p>",danawilson001,false,0,0,https://support.mozilla.org/questions/1590084
1590958,1418113,2023-07-16 12:47:13 -0700,2023-07-16 12:47:13 -0700,"<p>See also <a href=""https://bugzilla.mozilla.org/show_bug.cgi?id=1843804"" rel=""nofollow"">https://bugzilla.mozilla.org/show_bug.cgi?id=1843804</a> </p>",wsmwk,false,0,0,https://support.mozilla.org/questions/1590958
1590935,1418113,2023-07-16 11:39:55 -0700,2023-07-16 11:39:55 -0700,"<p>Right clicking on toolbars usually has an option to disable the toolbar. However, the Unified Toolbar has the option to disable the Menu Bar instead of itself. </p><p>The issue of the Unified Toolbar taking up ~3 lines could be caused by the fix <a href=""https://phabricator.services.mozilla.com/D180418"" rel=""nofollow"">https://phabricator.services.mozilla..../D180418</a> for the bug:  <a href=""https://bugzilla.mozilla.org/show_bug.cgi?id=1837594"" rel=""nofollow"">https://bugzilla.mozilla.org/show_bug.cgi?id=1837594</a>. The fix sets the minimum height of the Unified Toolbar when empty. </p><p>Maybe in a future Thunderbird release we could have an option to hide and unhide the Unified Toolbar. The feature could be similar to the Spaces Toolbar and perhaps pressing Ctrl + K (to bring up the search) could toggle it too. </p><p><br> <strong>Hiding the Unified Toolbar</strong>: You can hide the Unified Toolbar using 'userChrome.css' and setting unifiedToolbar visibilty to collapse. Note that the older way of using ""display: none"" does not work. </p><p>Enable Legacy User Profile Customizations </p> <ul><li> Open the Config Editor: E.g. Tools -&gt; Settings -&gt;Search ""config"" -&gt; Select ""<strong>Config Editor...</strong>"" </li><li> In ""Search preference name"", enter ""<strong>toolkit.legacyUserProfileCustomizations.stylesheets</strong>"" </li><li> Set the value to <strong>true</strong> (default false) </li></ul> <p>Setup userChrome.css </p> <ul><li> Go to your Thunderbird profile directory, e.g. <strong>~/.thunderbird/xxxxxxxx.default</strong> </li><li> Create the chrome directory (if it doesn't exist), e.g. <strong>mkdir chrome</strong> </li><li> Go into the chrome directory, e.g. <strong>cd chrome</strong> </li><li> Create the userChrome.css file (if it doesn't exist), e.g. <strong>touch userChrome.css</strong> </li><li> Edit the file, e.g. <strong>nano userChrome.css</strong> </li><li> Paste the following into the userChrome.css file:<pre>#unifiedToolbar {   visibility: collapse; } </pre> </li></ul> <p>You will need to restart Thunderbird after updating <strong>userChrome.css</strong>. Once restarted, Thunderbird 115 should no longer show the Unified Toolbar. </p>",jschroed57,false,1,0,https://support.mozilla.org/questions/1590935
1590059,1418113,2023-07-12 01:25:21 -0700,2023-07-12 01:25:21 -0700,<p>I think you can do everything you want: </p> <ul><li> View &gt; Folder &gt; uncheck folder pane header </li><li> Customaize to add the buttons you want to the toolbar </li><li> View &gt; toolbars &gt; uncheck menu bar </li></ul>,wsmwk,false,0,5,https://support.mozilla.org/questions/1590059
1590038,1418113,2023-07-11 17:42:14 -0700,2023-07-11 17:42:14 -0700,"<p>After fiddling a bit I think the easiest way to ""fix"" this would be to have an option to have tabs above the toolbar, right now I'm seeing the toolbar as an obstacle but being able to put it below everything, maybe making it a bit thinner, would make it blend nicely. </p>",chugg7,false,0,0,https://support.mozilla.org/questions/1590038
1590037,1418113,2023-07-11 17:38:21 -0700,2023-07-11 17:38:21 -0700,"<p>Everything used to be on one clean line like you can see in my first screenshot, Writing a message, search bar, quick filters, all one clean line. Now New Message and Get messages is on their own part (the folder pane), quick filter is on its own bar as well, and the search bar is up there. And with the new toolbar taking the space up now tabs don't go all the way up, like seen in this screen shot I'm sending. (you can check the first screenshot for comparison) </p>",chugg7,false,1,0,https://support.mozilla.org/questions/1590037
1590032,1418113,2023-07-11 17:25:10 -0700,2023-07-11 17:25:10 -0700,"<p>I can assure you outlook is not the inspiration. </p><p>My toolbar is roughly one character in height, so I don't understand what you mean ""split in 3 lines"".   </p><p>Can you post a screen shot, or explain in more detail so we understand what you mean? </p>",wsmwk,false,0,0,https://support.mozilla.org/questions/1590032
1590019,1418113,2023-07-11 16:51:35 -0700,2023-07-11 16:51:35 -0700,"<p>I used it more because everything was on one line, now it's split in 3 lines, and making the top part of the client a lot more confusing and messy.  And now I realize this looks a lot more like the way outlook does it, so maybe that was the inspiration. Hope we get the option to remove it one day. </p>",chugg7,false,2,0,https://support.mozilla.org/questions/1590019
1590017,1418113,2023-07-11 16:47:25 -0700,2023-07-11 16:47:25 -0700,<p>Currently there is not. </p><p>Did you not use the old toolbar in version 102? </p>,wsmwk,false,0,1,https://support.mozilla.org/questions/1590017
1590041,1418116,2023-07-11 17:54:11 -0700,2023-07-11 17:54:11 -0700,<p>Thank you very much for the swift response. Be well. </p>,tlbrooks03,false,0,0,https://support.mozilla.org/questions/1590041
1590036,1418116,2023-07-11 17:37:45 -0700,2023-07-11 17:37:45 -0700,"<p>We're hoping for end of year.  But, strictly speaking, to be delivered when it is safe and reliable. </p>",wsmwk,false,1,0,https://support.mozilla.org/questions/1590036
1590473,1418117,2023-07-13 20:43:26 -0700,2023-07-13 20:43:26 -0700,"<em><p>FoxLightning <a href=""#answer-1590186"" rel=""nofollow"">said</a></p></em> <blockquote>Thanks for the help sad though this is not autonomic and built in. Regardless thanks again </blockquote> <p>It does add when you add your account, if you select the correct option when you add the account,  but I agree that at that point it is not all that intuitive.  Perhaps offer some feedback here <a href=""https://connect.mozilla.org/"" rel=""nofollow"">https://connect.mozilla.org/</a> </p>",MattAuSupport,false,0,0,https://support.mozilla.org/questions/1590473
1590186,1418117,2023-07-12 14:03:45 -0700,2023-07-12 14:03:45 -0700,<p>Thanks for the help sad though this is not autonomic and built in. Regardless thanks again </p>,redfox_11,false,0,0,https://support.mozilla.org/questions/1590186
1590157,1418117,2023-07-12 11:22:09 -0700,2023-07-12 11:22:09 -0700,"<p>Google calendars can be added from File/New/Calendar..., On the network, enter your gmail address.  Google Contacts can also be added as a CardDAV address book.  For Exchange/Outlook calendars (and contacts), use the TbSync/Provider for Exchange ActiveSync add-ons, which are expected to be available for TB 115 around the end of this week. </p><p><a href=""https://github.com/jobisoft/TbSync/issues/669#issuecomment-1631065591"" rel=""nofollow"">https://github.com/jobisoft/TbSync/issues/669#issuecomment-1631065591</a> </p>",sfhowes,false,1,0,https://support.mozilla.org/questions/1590157
1590261,1418123,2023-07-13 00:55:50 -0700,2023-07-13 00:55:50 -0700,"<p>Live and Learn, David.&nbsp;:D </p>",Cris47,false,0,0,https://support.mozilla.org/questions/1590261
1590095,1418123,2023-07-12 07:00:37 -0700,2023-07-12 07:00:37 -0700,<p>The lesson is always to check with email provider when old password no longer works. I'm glad all is well. </p>,davidsk,false,2,0,https://support.mozilla.org/questions/1590095
1590045,1418123,2023-07-11 21:11:03 -0700,2023-07-11 21:11:03 -0700,"<p>UPDATE: I contacted my email provider and they told me they had changed the password requirements, which my old password didn't adhere to. The only problem was, they didn't bother letting me know. And I had no way of knowing because my email client, Thunderbird, was working perfectly. So, live and learn. The nice thing was, I was told that the waiting time would be over two hours because of an overload of calls, but the call was picked up almost immediately. LOL I take what I can get. So, let this be a lesson, right? </p>",Cris47,false,0,0,https://support.mozilla.org/questions/1590045
1591718,1418125,2023-07-20 04:03:26 -0700,2023-07-20 04:03:26 -0700,"<p>Hi Robert, this was a bug in ExQuilla 115.0 running on Thunderbird 102. We have meanwhile found and fixed this bug. It should be <strong>fixed in ExQuilla 115.1</strong>. So, the problem should be gone now. I'm sorry for the trouble that this caused for you and others. </p><p>Ben Bucksch Beonex GmbH Developer of ExQuilla </p>",owl2,false,0,0,https://support.mozilla.org/questions/1591718
1590067,1418126,2023-07-12 03:10:13 -0700,2023-07-12 03:10:13 -0700,<p>Yaşadığınız sorun Thunderbird'den kaynaklanmıyor. </p><p>Gördüğüm kadarıyla Yandex 360 kullanıyorsunuz ama gerekli SPF ve DKIM kayıtları oluşturulmamış. Şirketinizin bilgi işlem yetkilisine bilgi verirseniz gerekli düzenlemeyi yapacaktır. </p>,maxcoder,false,0,0,https://support.mozilla.org/questions/1590067
1591298,1418132,2023-07-18 07:30:17 -0700,2023-07-18 07:30:17 -0700,"<p>see <a href=""https://github.com/jobisoft/TbSync/issues/669#issuecomment-1636415716"" rel=""nofollow"">https://github.com/jobisoft/TbSync/issues/669#issuecomment-1636415716</a> </p><p>Does that work? </p>",wsmwk,false,0,0,https://support.mozilla.org/questions/1591298
1590151,1418132,2023-07-12 11:11:10 -0700,2023-07-12 11:11:10 -0700,"<p>The TbSync add-on for TB 115 is expected around Friday, July 14. </p><p><a href=""https://github.com/jobisoft/TbSync/issues/669#issuecomment-1631065591"" rel=""nofollow"">https://github.com/jobisoft/TbSync/issues/669#issuecomment-1631065591</a> </p>",sfhowes,false,0,0,https://support.mozilla.org/questions/1590151
1590208,1418133,2023-07-12 17:15:58 -0700,2023-07-12 17:15:58 -0700,<p>Muhtemelen e-postalarınızı almak için POP3 protokolünü kullanıyordunuz. Bu durumda genellikle e-postalar indirildikten sonra sunucuda yer açmak için sunucudaki kopyaları silinir. Bilgisayarınızdaki kopyaları da kaybettiyseniz maalesef yazışmaları geri getiremezsiniz. </p><p>İleride bu tarz sorunlar yaşamamak için POP3 yerine IMAP protokolünü tercih edebilirsiniz. Bu durumda e-postalar sunucudan silinmeyecek ama daha fazla depolama alanına ihtiyacınız olacaktır. </p>,maxcoder,false,0,0,https://support.mozilla.org/questions/1590208
1590069,1418134,2023-07-12 04:07:22 -0700,2023-07-12 04:07:22 -0700,"<p><strong>Update:</strong> I had to create new profile and manually copy most of the files from previous profile, as importing the profile from higher Beta to lower Release wasn't possible. </p>",dave.kolaja,false,0,0,https://support.mozilla.org/questions/1590069
1590254,1418139,2023-07-13 00:01:00 -0700,2023-07-13 00:03:44 -0700,"<p>Kde ste zohnali inštalačku? Stiahnite si najnovšiu verziu Thunderbirdu pre Windows z <a href=""http://archive.mozilla.org/pub/thunderbird/releases/"" rel=""nofollow"">http://archive.mozilla.org/pub/thunderbird/releases/</a>  a uložte si tento inštalačný súbor do počítača. Dnes je to verzia 102.13.0.  </p><p>Ak máte systém 64 bitový systém Windows, stiahnite si tento súbor: <a href=""http://archive.mozilla.org/pub/thunderbird/releases/102.13.0/win64/cs/Thunderbird%20Setup%20102.13.0.exe"" rel=""nofollow"">http://archive.mozilla.org/pub/thunderbird/releases/102.13.0/win64/cs/Thunderbird%20Setup%20102.13.0.exe</a>  </p><p>Ak máte systém 32 bitový systém Windows, stiahnite si tento súbor: <a href=""http://archive.mozilla.org/pub/thunderbird/releases/102.13.0/win32/cs/Thunderbird%20Setup%20102.13.0.exe"" rel=""nofollow"">http://archive.mozilla.org/pub/thunderbird/releases/102.13.0/win32/cs/Thunderbird%20Setup%20102.13.0.exe</a> a nainštalujte. </p>",Ansamb,false,0,0,https://support.mozilla.org/questions/1590254
1590145,1418139,2023-07-12 11:02:30 -0700,2023-07-12 11:02:30 -0700,"<p>Zkusil jsi Google? <a href=""https://sk.railstoolkit.com/oprava-tato-aplikacia-sa-neda-spustit-na-vasom-pocitaci-vo-w"" rel=""nofollow"">Oprava „Táto aplikácia sa nedá spustiť na vašom počítači“ vo Windows</a> </p>",poljos-moz,false,0,0,https://support.mozilla.org/questions/1590145
1590136,1418139,2023-07-12 10:41:10 -0700,2023-07-12 10:41:10 -0700,"<p>Vobec nejde spustit instalaciu. Vybehne hlaska:  </p><p>""Tato aplikacia sa neda spustit na vasom PC. Spravnu verziu pre vas PC konzultujte s vydavatelom prislusneho softveru."" </p>",domadojo,false,0,0,https://support.mozilla.org/questions/1590136
1590132,1418139,2023-07-12 10:31:28 -0700,2023-07-12 10:31:28 -0700,"<p>Co znamená ""nejde""? Vyskakuje nějaká hláška? Máš nainstalované všechny potřebné ovladače k tomu noťasu? </p>",poljos-moz,false,0,0,https://support.mozilla.org/questions/1590132
1590086,1418146,2023-07-12 06:42:46 -0700,2023-07-12 06:42:46 -0700,"<p>Oh dear, i typed 'Firefox' but i meant 'Thunderbird'. </p>",martin353,false,0,0,https://support.mozilla.org/questions/1590086
1590353,1418152,2023-07-13 10:59:11 -0700,2023-07-13 10:59:11 -0700,"<p>For custom sound notification, try <a href=""https://addons.thunderbird.net/en-US/thunderbird/addon/filtaquilla/versions/"" rel=""nofollow"">FiltaQuilla 4</a> and create filters. </p><p>Sorting of accounts can be done by drag and drop in the left pane of Account Settings (also in 102). </p>",sfhowes,false,0,0,https://support.mozilla.org/questions/1590353
1590262,1418152,2023-07-13 01:20:45 -0700,2023-07-13 01:20:45 -0700,"<p>Thank you! Indeed this works with two profiles alongside, thank you. </p><p>Darko seems to work flawless, as does tbkeys-lite. </p><p>Sadly ""Mailbox alert"" for custom mail sound notifications per folder/account is not compatible, and neither is custom sorting of accounts in the left pane. I hope Thunderbird somewhen natively supports this or a new extenion comes along, those two are vital to me, so I'll need to stick to v102 for the time being. </p>",supergarv,false,0,0,https://support.mozilla.org/questions/1590262
1590143,1418152,2023-07-12 11:00:58 -0700,2023-07-12 11:00:58 -0700,"<p>Install TB 115 to a separate folder, then at the end of the installation, don't launch it.  Start <a href=""http://kb.mozillazine.org/Profile_Manager#Mac_OS_X"" rel=""nofollow"">Profile Manager</a> with TB 115.  Uncheck 'Use the selected profile...', create a new profile with a distinct name such as TB 115, then add your accounts to the new profile.  This way, the 102 and 115 setups are separate and independent, as if they are on separate computers.  When you launch 102 or 115, the Profile Manager will appear for you to choose the appropriate profile. </p><p>The current tbkeys-lite supports 115. </p>",sfhowes,false,1,0,https://support.mozilla.org/questions/1590143
1590100,1418152,2023-07-12 07:09:24 -0700,2023-07-12 07:09:24 -0700,"<p>Most extension just list ""v102 and up"", and have no specific ""v115 support"" opt-in.  I suppose many older extensions won't directly get updated, so it would be vital for me to test the installation. If my mails don't work, I can't work and I can't earn money&nbsp;:-D </p><p>If I cannot run them in parallel, I guess I should be able to create a second useraccount on my macos (I don't have a second computer) and install the new version just there, and choose a custom new profile (like I would for a parallel v115 install) </p>",supergarv,false,0,0,https://support.mozilla.org/questions/1590100
1590096,1418152,2023-07-12 07:02:35 -0700,2023-07-12 07:02:35 -0700,"<p>That is a feature of the beta, being able to coexist with the release level. But that may not work for you as the beta is now beyond 115. My suggestion is to click to website of each addon to see if they show support for 115. </p>",davidsk,false,0,0,https://support.mozilla.org/questions/1590096
1590478,1418155,2023-07-13 21:04:24 -0700,2023-07-13 21:04:24 -0700,"<p>Let's start at the beginning.  Deleting mails will not free any space until the folder is compacted.  You would need to delete files outside of Thunderbird, or disable useless features like the ""allow windows search to index mail"" and manually delete the duplicate mail that feature creates to free space within your profile. (MOZEML files) </p><p>Now to get to the crux of the current mess. First look in your profile folder for an NSTMP files. They are often left as a result of a failed compact and can be deleted. </p><p>You might want to open the error console (ctrl+Shift +J). Clear it using the trash icon and then try the compact again and see what appears in the error console. </p><p>Given your ""new"" location it might be something outside Thunderbird is limiting access to the drive (antivirus do this at times) or it may be that the drive you now use is not local.  Thunderbird is particularly prone to failure on non local drives,  drives with streaming backups and cloud synchronization enabled on the location. </p>",MattAuSupport,false,0,0,https://support.mozilla.org/questions/1590478
1590615,1418156,2023-07-14 14:25:28 -0700,2023-07-14 14:25:28 -0700,"<p>@fortisy </p><p>This thread belongs to the original poster. If you want to get answers to your (admittedly important) question, please start a thread of your own. </p>",danawilson001,false,0,0,https://support.mozilla.org/questions/1590615
1590590,1418156,2023-07-14 10:52:57 -0700,2023-07-14 10:52:57 -0700,"<p>I have version 102.13.0 from which no update is offered. However, on another system, I'm prompted to get version 115. If I install v. 115, will that be done seamlessly as an upgrade or will I have to create accounts, and import address book and folders from the prior installation of 102.13.0? </p>",fortisy,false,0,0,https://support.mozilla.org/questions/1590590
1590386,1418156,2023-07-13 13:06:37 -0700,2023-07-13 13:09:14 -0700,"<p>I wrote a long response to your post earlier, but something happened to it. It disappeared. I'll try again. 1. I don't know how to remove or reduce that big space. You can get rid of some things in it by clicking Meer, Customize, and uncheck everything except Hide ... 2. Right-click just to the left of ^Vorige, Customize, and find and drag Flexible space up just to the  left of ^Vorige. All will move to the right end. 3. I don't know how to remove Archiveren and Ongewenst. Perhaps in a new version soon. 4. The only thing I can think of to remove that yellow bar is go to Settings, Privacy &amp; Security, Privacy, Mail Content, and check Allow ... I have that checked and I've never seen the yellow bar. </p><p>I hope this all helps. Wish I could do more. Maybe in a few weeks, after some new versions ...&nbsp;??? </p><p>Regards, </p><p>Wisewiz (Dan) </p>",danawilson001,false,0,0,https://support.mozilla.org/questions/1590386
1590258,1418156,2023-07-13 00:31:54 -0700,2023-07-13 00:31:54 -0700,"<p>hi, thank you for helping me. i see this screenshot,  and now?  your 3 questions - no i  am interested in these changes my new questions- see my screenshot:  <a href=""http://1.in"" rel=""nofollow"">1.in</a> dutch- left above- i dont wish to see this all info- van-from, aan-to  etc  how can i minimize this info? as you see it takes a lot of space... 2. left, above - you see - vorige- previous, volgende-next etc...in last version  i had these 4 items to the right. how can move them to the right? 3. right, above - you see 5 itmes starting with beantwoorden - reply etc - i dont want to have these two-archieveren and ongewenst-&nbsp;? unwished - this i  mentioned in my previous text...its not possible to&nbsp;?drag ,move these items? why not? 4.when i reply or forward a mail- see my second screenshot- under comes a&nbsp;? balk, stripe which is a bad idea..how can i remove it? this stripe is not  to see by an opened mail as   you see at this screenshot of ...your mail...regards </p>",s.a.dzwonek,false,0,0,https://support.mozilla.org/questions/1590258
1590218,1418156,2023-07-12 18:22:02 -0700,2023-07-12 18:23:08 -0700,"<p>I have version 115 as well. I have found a way to hide the additional address books (see my screenshot below; click it for the large view), but it takes a small amount of work. </p><p>Are you comfortable with creating and naming a New Folder? </p><p>Have you ever used a text editor app (like Notepad, for instance) to create a batch file? </p><p>Does the term Cascading Style Sheets (.css) sound familiar to you? </p><p>I will be happy to spend the time it will take to prepare an instruction page for you, but only if you are really interested and will try to follow my instructions. </p>",danawilson001,false,0,0,https://support.mozilla.org/questions/1590218
1590234,1418157,2023-07-12 21:18:10 -0700,2023-07-12 21:18:10 -0700,"<p>There could have been another issue. The original profile folder was called <a href=""http://pop3.live.com"" rel=""nofollow"">pop3.live.com</a>. However the new profile folder, based on the domain, is <a href=""http://outlook.office365.com"" rel=""nofollow"">outlook.office365.com</a>. It was all working ok in version 112. </p>",fharris,false,0,0,https://support.mozilla.org/questions/1590234
1590220,1418157,2023-07-12 18:36:07 -0700,2023-07-12 18:36:07 -0700,"<p>I think I found the problem. After removing and then re-creating the profile, the OAuth2 prompt showed an error with Javascript. I then remembered that I had disabled Javascript. After re-enabling it, the OAuth2 authentication went through. </p><p>Cheers. </p>",fharris,false,0,0,https://support.mozilla.org/questions/1590220
1590211,1418157,2023-07-12 17:35:17 -0700,2023-07-12 17:35:17 -0700,"<p>As mentioned above, it works here with no OAuth prompts after the initial connection.  Are you using a profile with 115 that was used in 102?  I always recommend creating a new profile with a major release. </p>",sfhowes,false,0,0,https://support.mozilla.org/questions/1590211
1590209,1418157,2023-07-12 17:24:43 -0700,2023-07-12 17:24:43 -0700,"<p>Thanks for your prompt response. If I set the password type to NORMAL, it works. Setting it back to OAuth2 doesn't prompt for password. The same popup appears as before. Any ideas? </p>",fharris,false,0,0,https://support.mozilla.org/questions/1590209
1590138,1418157,2023-07-12 10:42:04 -0700,2023-07-12 10:42:04 -0700,"<p>Remove the passwords from Saved Passwords in Settings, ensure cookies are accepted in TB Privacy &amp; Security, set the authentication to OAuth2 for the incoming, <a href=""http://outlook.office365.com"" rel=""nofollow"">outlook.office365.com</a>, and the outgoing, <a href=""http://smtp.office365.com"" rel=""nofollow"">smtp.office365.com</a>, restart TB, enter the account password in the OAuth window to allow access. </p><p>Tested and working in TB 115 with a Hotmail account. </p>",sfhowes,false,0,0,https://support.mozilla.org/questions/1590138
1590477,1418159,2023-07-13 20:55:19 -0700,2023-07-13 20:55:19 -0700,"<p>Microsoft ceased to support normal password.  Sad, but a fact of life. </p><p>oauth is listed in the dialog as an option based on the server name used.  Thunderbird can only institute an oauth session with servers for which it possesses an appropriate ""secret"".  For those cases where the server name is changed,  the list of methods does not automatically refresh,  so you must close the dialog (leaving it not working due to an incorrect authentication method) and reopen it.  At which time the authentication methods available for the new server name will be loaded and hopefully you will also see your oauth entry.   What server name are you using? </p>",MattAuSupport,false,0,0,https://support.mozilla.org/questions/1590477
1590122,1418163,2023-07-12 09:22:14 -0700,2023-07-12 09:22:14 -0700,<p>Capisco e non lo metto in dubbio. </p><p>È solo strano che sia la prima volta (è anni che uso entrambi i sw): sono stato fortunato. </p><p>E grazie per la completezza della tua prima risposta: gli articoli sui profili sono stati determinanti. </p>,bertofa,false,1,0,https://support.mozilla.org/questions/1590122
1590119,1418163,2023-07-12 09:05:39 -0700,2023-07-12 09:05:39 -0700,"<p>Thunderbird ha un proprio sistema di aggiornamento che notifica la disponibilità di una nuova versione solo quando l'aggiornamento stesso è tecnicamente possibile. </p><p>Se usi app di terze parti, te ne assumi i rischi. </p><p>Mi spiace essere così drastico, ma proprio perché la posta elettronica è spesso uno strumento essenziale di lavoro è fondamentale che gli utenti siano prudenti sia con la gestione dell'applicazione sia anche con i backup. </p>",@next,false,1,0,https://support.mozilla.org/questions/1590119
1590112,1418163,2023-07-12 08:45:22 -0700,2023-07-12 08:45:22 -0700,"<p>Grazie della celerità di risposta. </p><p>Solo una precisazione: io uso un'app per tenere sotto controllo le necessità di aggiornamenti (MacUpdater). Questa mi ha solo segnalato la presenza di una versione più aggiornta, senza altre indicazioni o warning. </p><p>Non è quindi questione di frenesia da parte mia, ma di normale prassi (è da anni che uso questa modalità e non ho mai riscontrato problemi di sorta). </p>",bertofa,false,0,0,https://support.mozilla.org/questions/1590112
1590109,1418163,2023-07-12 08:32:23 -0700,2023-07-12 08:40:47 -0700,"<p>Nelle note di rilascio, nei comunicati, negli articoli sul web è chiaramente scritto che al momento Thunderbird 115.0 è testata solo per le installazioni da zero e non per gli aggiornamenti, cosa che sarà introdotta successivamente: -&gt; <a href=""https://www.thunderbird.net/en-US/thunderbird/115.0/releasenotes/"" rel=""nofollow"">https://www.thunderbird.net/en-US/thunderbird/115.0/releasenotes/</a> <em>Thunderbird version 115.0 is only offered as direct download from <a href=""http://thunderbird.net"" rel=""nofollow"">thunderbird.net</a> and not as an upgrade from Thunderbird version 102 or earlier. A future release will provide updates from earlier versions.</em> </p><p>Davvero non capisco tutta questa fretta e ancora meno il non prevedere una opportuna strategia di backup. </p><p>Comunque tutte le versioni sono scaricabili da qui -&gt; <a href=""https://archive.mozilla.org/pub/thunderbird/releases/"" rel=""nofollow"">https://archive.mozilla.org/pub/thunderbird/releases/</a> Scegli prima la versione che ti interessa, poi la piattaforma ed infine la lingua. </p><p><strong>Al solito è altamente consigliato fare prima un backup del profilo</strong> -&gt; <a href=""https://support.mozilla.org/it/kb/profili-thunderbird#w_effettuare-una-copia-di-sicurezza-del-profilo"" rel=""nofollow"">https://support.mozilla.org/it/kb/profili-thunderbird#w_effettuare-una-copia-di-sicurezza-del-profilo</a> </p><p><em>edit</em> Consiglio anche di leggere queste guide -&gt; <a href=""https://gioxx.org/2021/08/04/impossibile-utilizzare-il-profilo-avviando-una-versione-precedente-di-thunderbird/"" rel=""nofollow"">https://gioxx.org/2021/08/04/impossibile-utilizzare-il-profilo-avviando-una-versione-precedente-di-thunderbird/</a> -&gt; <a href=""https://support.mozilla.org/it/kb/profili-dedicati-installazione-thunderbird#w_cosa-succede-a-un-profilo-se-si-retrocede-thunderbird-a-una-versione-precedente"" rel=""nofollow"">https://support.mozilla.org/it/kb/profili-dedicati-installazione-thunderbird#w_cosa-succede-a-un-profilo-se-si-retrocede-thunderbird-a-una-versione-precedente</a> </p>",@next,false,0,0,https://support.mozilla.org/questions/1590109
1590365,1418164,2023-07-13 11:19:14 -0700,2023-07-13 11:19:14 -0700,"<p>The simple approach is to exit Thunderbird and doubleclick the downloaded file and follow the instructions. Either that, or use Windows to uninstall thunderbird and reinstall. All I did was the simple approach. </p>",davidsk,false,0,0,https://support.mozilla.org/questions/1590365
1590354,1418164,2023-07-13 11:00:25 -0700,2023-07-13 11:00:25 -0700,<p>Just do as instructed </p>,lampkaravshops,false,0,0,https://support.mozilla.org/questions/1590354
