id,created,updated,title,content,creator,is_spam,num_helpful,num_unhelpful
1584836,2023-06-10 04:49:20 -0700,2023-06-10 04:49:20 -0700,,"<p>@arielremos, you can restore the entire profile, or just the messages. If you would like the entire profile, try these steps;  - click tools&gt;Import&gt;import from another installation&gt;choose a profile folder  - then select the lyjkler.default folder from your screenshot If the profile is not corrupted, it should load  </p><p>If you  just want the messages (assuming it was a POP account),  - exit thunderbird  - locate the Mail folder in profile (your screenshot did not include it) and in it should be a folder for the account and in that folder should be the message folders. Copy all of them to your Local Folders folder (although it may be important to rename them so they don't conflict with any folders you already have there). </p>",davidsk,false,0,0
1584835,2023-06-10 04:15:41 -0700,2023-06-10 04:15:41 -0700,,"<p>right click the folder, select properties and then the repair button.  That re-indexes the mail. </p>",MattAuSupport,false,0,0
1584834,2023-06-10 04:11:40 -0700,2023-06-10 04:11:40 -0700,,"<p>if you have feedback or an idea, perhaps submit it to the feedback forum. <a href=""https://connect.mozilla.org/"" rel=""nofollow"">https://connect.mozilla.org/</a> </p><p>If you have an explicit enhancement request file the request in bugzilla. <a href=""https://bugzilla.mozilla.org/"" rel=""nofollow"">https://bugzilla.mozilla.org/</a> </p>",MattAuSupport,false,0,0
1584833,2023-06-10 03:57:19 -0700,2023-06-10 03:57:19 -0700,,"<p>Did you look at this support article? <a href=""https://support.mozilla.org/en-US/kb/compacting-folders-potential-complications"" rel=""nofollow"">https://support.mozilla.org/en-US/kb/compacting-folders-potential-complications</a> </p>",MattAuSupport,false,0,0
1584832,2023-06-10 03:55:02 -0700,2023-06-10 03:55:02 -0700,,"<p>open the profile folder in windows file manager. (the more troubleshooting information on the help menu contains a button to show the profile folder) open the the mail folder. Close Thunderbird so it is not running. Locate the ""smart mailboxes"" folder in the mail folder and delete it. Restart Thunderbird. </p><p>That will force a complete rebuild of the unified folders on restart. </p>",MattAuSupport,false,0,0
1584831,2023-06-10 03:51:18 -0700,2023-06-10 03:51:18 -0700,,"<p>Duplicated <a href=""https://support.mozilla.org/en-US/questions/1415101"" rel=""nofollow"">https://support.mozilla.org/en-US/questions/1415101</a> </p>",MattAuSupport,false,0,0
1584830,2023-06-10 03:50:42 -0700,2023-06-10 03:50:42 -0700,,<p>changed anything with your anti virus choice?  Historically I have seen issues when antivirus scanning is in progress when the mail is supposed to be moved.  Try placing an exception in any on access scanning for the Thunderbird profile folder. </p>,MattAuSupport,false,0,0
1584829,2023-06-10 03:48:11 -0700,2023-06-10 03:48:11 -0700,,<p>Is this an IMAP account and your provider now empties deleted mail after 3 days? </p>,MattAuSupport,false,0,0
1584828,2023-06-10 03:46:37 -0700,2023-06-10 03:46:37 -0700,,<p>check the use password manager box under the password when you enter it. </p>,MattAuSupport,false,0,0
1584827,2023-06-10 03:43:50 -0700,2023-06-10 03:43:50 -0700,,"<p>No we probably can not help you with your Shaw password.  That is set by Shaw and can probably be reset somewhere on their web site. I would expect their support folk to advise you of how and where. </p><p>However, requests for passwords that suddenly start out of the blue are rarely password issues.  Quite often it is a new version of the software (thunderbird) not being recognized by some security suite or antivirus and blocking the access. </p><p>Restarting Thunderbird in troubleshooting mode on a device that is also in troubleshooting mode with networking should offer some clues as to the cause </p>",MattAuSupport,false,1,1
1584826,2023-06-10 03:30:33 -0700,2023-06-10 03:30:33 -0700,,"<p>I also noticed this problem yesterday evening - I successfully downloaded a handful of messages before getting the error message. Noticed this morning that Thunderbird had re-downloaded about 20 messages from 10 May , but nothing form today... </p>",tim193,false,0,0
1584825,2023-06-10 03:20:00 -0700,2023-06-10 03:20:00 -0700,,"<p>Hi Paul,  apologies for such a late reply but yes, I've had the extension installed for some time. If a reinstall of FF dosnt fix it up I actually want to declutter my phone and perform a factory reset,   as soon as I work out how to backup my Satoshi wallet. Perhaps this might help.  Thanks again for you response,  cj. </p>",cjboucher,false,0,0
1584824,2023-06-10 03:13:35 -0700,2023-06-10 03:13:35 -0700,,<p>This doesn't solve my problem </p>,mailto159,false,0,0
1584823,2023-06-10 02:40:22 -0700,2023-06-10 02:44:07 -0700,,<p>zrušeno </p>,poljos-moz,false,0,0
1584822,2023-06-10 01:34:27 -0700,2023-06-10 01:34:27 -0700,,<p>The issue happens in Firefox with troubleshooting mode enabled. </p>,grassyBanana,false,0,0
1584821,2023-06-10 01:32:30 -0700,2023-06-10 01:32:30 -0700,,"<p>I'm trying to save to ~/Downloads, which is inside the home directory. So the snap thing shouldn't be an issue. </p><p>I get this behavior with my extensions turned off. </p><p>But I also see a slightly different, but related issue in Chromium. So I suspect it's a bug in Nautilus or Gnome. </p>",grassyBanana,false,0,0
1584820,2023-06-10 01:01:27 -0700,2023-06-10 01:01:27 -0700,,"<p>As I know nothing of French,  I asked google translate to do it for me. </p><p>The translation I got leaves me to wonder where you got the idea the issue was ""I have very often  an error message when sending email , impossible to copy the message into sent folder... because of the ""é"" in Message envoyés </p><p>The error saving due to network errors is fairly common and I see nothing here that indicates the é as such.  But if my machine translation is leading me up the garden path,  please correctly translate the error message. </p><p>Generally this error has a number of possible causes,  not the least of which having to many IMAP connections to the server open when the save occurs. (note you can limit Thunderbird connections in account settings &gt; advanced) </p>",MattAuSupport,false,0,0
1584819,2023-06-10 01:00:19 -0700,2023-06-10 01:11:18 -0700,,"<p>Zo svojho účtu skúste poslať pokusný email na nikolov.galin.1973@gmail.com a dajte tu výsledok. Pokusný email by vám mal prísť bez problémov -  pretože je to úplne jedno, či tam je bodka, alebo tam bodka nie je, alebo či tam máte o tri-štyri bodky (hocikde) navyše, alebo aj opačný prípad, že tam nedáte žiadnu bodku. Všetko vám príde: </p><p><strong>Takže aj takto odoslané emaily vám prídu na vašu adresu nikolov.galin1973@gmail.com: </strong> nik.ol.ov.g.alin.1973@gmail.com n.i.k.o.l.o.v.g.a.l.i.n.1.9.7.3@gmail.com nikolov....galin.1973@gmail.com nikolov.galin......1973@gmail.com ni.ko.lov.g.ali.n.1973.......@gmail.com nikolovgalin1973@gmail.com </p>",Ansamb,false,0,0
1584818,2023-06-10 00:54:11 -0700,2023-06-10 00:54:39 -0700,,<p>Spustite Thunderbird v NÚDZOVOM režime (zakázať všetky doplnky a nastaviť ovládacie prvky na predvolené hodnoty) a preverte či problém pretrváva. Na spustenie programu do núdzového režimu môžete použiť odkazy v ponuke <strong>Windows</strong>- <strong>Štart </strong>(WIN+R) - <strong>Spustiť </strong>a tu vypíšte: thunderbird -safe-mode </p>,Ansamb,false,0,0
1584817,2023-06-10 00:48:58 -0700,2023-06-10 00:48:58 -0700,,<p>Spustite Thunderbird v NÚDZOVOM režime (zakázať všetky doplnky a nastaviť ovládacie prvky na predvolené hodnoty) a preverte či problém pretrváva. Na spustenie programu do núdzového režimu môžete použiť odkazy v ponuke Windows- Štart (WIN+R) - Spustiť a tu vypíšte: thunderbird -safe-mode </p>,Ansamb,false,0,0
1584816,2023-06-10 00:47:33 -0700,2023-06-10 00:47:33 -0700,,<p>Akým spôsobom vám ich zasiela? Odkiaľ sa snažíte tie zaslané fotografie stiahnuť (získať)? </p>,Ansamb,false,0,0
1584815,2023-06-10 00:13:29 -0700,2023-06-10 00:13:29 -0700,,"<p>Is there anything useful in the Browser Console about those tab crashes&nbsp;? </p> <ul><li><a href=""https://firefox-source-docs.mozilla.org/devtools-user/browser_console/"" rel=""nofollow"">https://firefox-source-docs.mozilla.org/devtools-user/browser_console/</a> </li></ul>",cor-el,false,0,0
1584814,2023-06-10 00:11:57 -0700,2023-06-10 00:11:57 -0700,,"<p>You can reload webpage(s) and bypass the cache to refresh possibly outdated or corrupted files. </p> <ul><li>hold down the Shift key and left-click the Reload button </li><li>press ""Ctrl + F5"" or press ""Ctrl + Shift + R"" (Windows,Linux) </li><li>press ""Command + Shift + R"" (Mac) </li></ul>",cor-el,false,0,0
1584813,2023-06-09 23:55:06 -0700,2023-06-09 23:55:06 -0700,,"<p>Here is the output of locale command: </p><p>locale LANG=fr_FR.UTF-8 LANGUAGE= LC_CTYPE=""fr_FR.UTF-8"" LC_NUMERIC=""fr_FR.UTF-8"" LC_TIME=""fr_FR.UTF-8"" LC_COLLATE=""fr_FR.UTF-8"" LC_MONETARY=""fr_FR.UTF-8"" LC_MESSAGES=""fr_FR.UTF-8"" LC_PAPER=""fr_FR.UTF-8"" LC_NAME=""fr_FR.UTF-8"" LC_ADDRESS=""fr_FR.UTF-8"" LC_TELEPHONE=""fr_FR.UTF-8"" LC_MEASUREMENT=""fr_FR.UTF-8"" LC_IDENTIFICATION=""fr_FR.UTF-8"" LC_ALL= </p>",j.redoute,false,0,0
1584812,2023-06-09 23:50:56 -0700,2023-06-10 00:43:52 -0700,,"<p>I it what you asked?&nbsp;: locale LANG=fr_FR.UTF-8 LANGUAGE= LC_CTYPE=""fr_FR.UTF-8"" LC_NUMERIC=""fr_FR.UTF-8"" LC_TIME=""fr_FR.UTF-8"" LC_COLLATE=""fr_FR.UTF-8"" LC_MONETARY=""fr_FR.UTF-8"" LC_MESSAGES=""fr_FR.UTF-8"" LC_PAPER=""fr_FR.UTF-8"" LC_NAME=""fr_FR.UTF-8"" LC_ADDRESS=""fr_FR.UTF-8"" LC_TELEPHONE=""fr_FR.UTF-8"" LC_MEASUREMENT=""fr_FR.UTF-8"" LC_IDENTIFICATION=""fr_FR.UTF-8"" LC_ALL= </p>",j.redoute,false,0,0
1584811,2023-06-09 23:43:26 -0700,2023-06-09 23:43:26 -0700,,"<p>Version 114.0.1 (64-bit)  </p><p><br> whatever I type in address bar , there is appear on tab name ""Tab Crash Reporter"" . But on screen is nothing </p>",realhub.wp,false,0,0
1584810,2023-06-09 23:29:30 -0700,2023-06-09 23:29:30 -0700,,"<p>To jscher20000:  </p><p>No no, let me re-explain. </p><p>The issue is that when I make any sort of update to a given page, whether it's adding picture or changing some text or anything, my firefox developer private browser will not update it. But, if I use firefox developer, firefox, chrome, etc, it updates live. </p><p>the only way I can seem to get my firefox developer private browser to update to the current state of the page is to clear the cache and restart all firefox developer and firefox developer private browser windows. It's inconvenient. </p><p>For several months I've been able to edit a window on the FD browser on the left, and have a private FD browser on the right that I can continuously refresh as I'm editing and have never had any issues. No idea what's going on here. </p><p>Thanks for the help! </p>",theopenmarket.co,false,0,0
1584809,2023-06-09 23:16:42 -0700,2023-06-10 00:26:31 -0700,,"<em><p>jscher2000 - Support Volunteer <a href=""#answer-1584805"" rel=""nofollow"">said</a></p></em> <blockquote>Hi Ed, it sounds like your camera software used a binary plugin like Java or Flash rather than a pure HTML/CSS/JavaScript interface. Firefox hasn't supported binary plugins for a while now. </blockquote> <p>It may be because the camera needs a mydlink services plugin on desktop Firefox. NPAPI Plugins of course has not been supported since the old Firefox 52.0 Release (32-bit version on Windows).  </p><p>I do hope D-Link does not still sell cameras that require rather old and vulnerable versions of web browsers that requires NPAPI or PPAPI Plugins. </p><p>I suppose another alternative is to try the old portable Firefox 52.9.0 ESR. Not sure if the NPAPI Plugins like the mydlink with work with it.  <a href=""https://portableapps.com/apps/internet/firefox-portable-legacy-52"" rel=""nofollow"">https://portableapps.com/apps/internet/firefox-portable-legacy-52</a> </p><p>They use the official Firefox builds (with permission from Mozilla) with a custom launcher that keeps everything self contained as you can even run it completly off a usb flash drive for example. It will not touch your normal Firefox 113 install. </p>",James,false,0,0
1584808,2023-06-09 22:34:51 -0700,2023-06-09 22:34:51 -0700,,"<p>See also Changed in the 112 Release notes. </p> <ul><li><a href=""https://www.mozilla.org/en-US/firefox/112.0/releasenotes/"" rel=""nofollow"">https://www.mozilla.org/en-US/firefox/112.0/releasenotes/</a> </li></ul>",cor-el,false,0,0
1584807,2023-06-09 22:08:48 -0700,2023-06-09 22:08:48 -0700,,"<p>It works for me.  see screenshots </p><p>Did you try Firefox in Safe Mode? <a href=""https://support.mozilla.org/en-US/kb/diagnose-firefox-issues-using-troubleshoot-mode#search104"" rel=""nofollow"">https://support.mozilla.org/en-US/kb/diagnose-firefox-issues-using-troubleshoot-mode#search104</a> </p><p>Did you clear your browser cache? <a href=""https://support.mozilla.org/en-US/kb/clear-cookies-and-site-data-firefox"" rel=""nofollow"">https://support.mozilla.org/en-US/kb/clear-cookies-and-site-data-firefox</a> </p>",jonzn4SUSE,false,0,0
1584806,2023-06-09 22:02:27 -0700,2023-06-09 22:02:27 -0700,,"<p>I have the same problem. I have used this feature for many months without problem. My email works okay, the problem is confined to event invitations created in the Calendar. My TB version just up-graded to 102.10.0. The event label in the calendar day box shows a  spanner icon which, I assume indicates an error. No error message is displayed. The error console has three errors, the last one says 'about: preferences: Unable to run script because scripts are blocked internally'.  There's also a warning 'This page is in Quirks Mode. Page layout may be impacted. For Standards Mode use """".' </p><p>I disabled the two addons in use, it did not fix the problem. The invitations were not sent. I remove the two attached web page URLs, it did not fix the problem. The invitations were not sent. </p>",briggsa,false,0,0
1584805,2023-06-09 21:51:57 -0700,2023-06-09 21:51:57 -0700,,"<p>Hi Ed, it sounds like your camera software used a binary plugin like Java or Flash rather than a pure HTML/CSS/JavaScript interface. Firefox hasn't supported binary plugins for a while now. </p><p>Can you use Internet Explorer for your camera? To see whether it is installed, type or paste <strong>iexplore</strong> into the Windows 10 search box and look for its familiar pale blue ""e"" icon on the suggestions. Windows will try to switch you over to Edge, so you may need to try a couple of times. </p>",jscher2000,false,0,0
1584804,2023-06-09 21:49:23 -0700,2023-06-09 21:49:23 -0700,,"<p>Hi, that report is a ""shutdownhang"" -- which is recorded if Firefox isn't able to close properly after 60 seconds -- in Firefox 106.2 on October 29, 2022. </p><p>But I assume there is a new issue. Could you describe what is going on now? Do you have any reports for your current version of Firefox? </p>",jscher2000,false,0,0
1584803,2023-06-09 21:45:12 -0700,2023-06-09 21:45:12 -0700,,"<p>Here's the support site for the ReloadMatic add-on: </p><p><a href=""https://github.com/pylorak/reloadmatic"" rel=""nofollow"">https://github.com/pylorak/reloadmatic</a>  </p><p>If the extension isn't working as expected, check the Issues or submit a new one: </p><p><a href=""https://github.com/pylorak/reloadmatic/issues"" rel=""nofollow"">https://github.com/pylorak/reloadmatic/issues</a> </p>",jscher2000,false,0,1
1584802,2023-06-09 21:31:38 -0700,2023-06-09 21:31:38 -0700,,"<p>Thanks for reply Cor-el, I let you know later how i got on with add-on extension Pin to Toolbar as i have a personal problem to sort out first. Will add some screen shots of what  i see on pc. </p>",starbuck.jones,false,0,0
1584801,2023-06-09 21:16:04 -0700,2023-06-09 21:16:04 -0700,,"<p>I don't have View on the tool bar.  Only things there are Unread, starred, contact, tags and attachment.  Things describing the various types of messages I have.   I've been fooling around with it and just discovered that if I right click on a message itself that brings down a menu the includes Delete so I've been able to get rid of messages I don't need, but that drop down doesn't have Write, so I still can't create a message.  It does include Delete, Reply to Sender only, Forward, Save as and Print.  There are a few more that I don't understand the function of, but for now I can at least delete junk mail that comes in.  This is crazy.  Thanks for your suggestion. </p>",kathynez,false,0,0
1584800,2023-06-09 21:12:35 -0700,2023-06-09 21:12:35 -0700,,"<p>Did you make change to the default text and background colors used for webpages as this can cause issues in case they only specify one color&nbsp;? </p> <ul><li>Settings -&gt; General -&gt; Language and Appearance -&gt; Colors </li><li><a href=""https://support.mozilla.org/en-US/kb/disable-high-contrast-mode-firefox"" rel=""nofollow"">https://support.mozilla.org/en-US/kb/disable-high-contrast-mode-firefox</a> </li></ul> <p>Can you post a link to a publicly accessible page (i.e. no authentication or signing on required)? </p>",cor-el,false,0,0
1584799,2023-06-09 21:05:20 -0700,2023-06-09 21:05:20 -0700,,"<p>Might try clicking on <strong>View</strong> on the main menu bar, then <strong>Toolbars</strong> -&gt; <strong>Mail Toolbar</strong> and/or any others that might be missing. But it you're missing the main menu bar and right-clicking doesn't give you an option to show it.. then.. hmm. </p>",firefox1670,false,0,0
1584798,2023-06-09 21:03:48 -0700,2023-06-09 21:03:48 -0700,,"<em><p>cor-el <a href=""#answer-1584794"" rel=""nofollow"">said</a></p></em> <blockquote>How do you switch those pages to dark mode&nbsp;? Are you using an extension or the Website Appearance setting or switch to dark mode via other means&nbsp;? <ul><li>Settings -&gt; General -&gt; Language and Appearance -&gt; Website Appearance </li></ul>  <ul><li><a href=""https://support.mozilla.org/en-US/kb/change-website-appearance-settings-firefox"" rel=""nofollow"">https://support.mozilla.org/en-US/kb/change-website-appearance-settings-firefox</a> </li></ul> </blockquote> <p>It's on the default mode for the website, not dark mode.  I checked before I posted here. </p>",creativity.love,false,0,0
1584797,2023-06-09 20:56:06 -0700,2023-06-09 20:56:06 -0700,,"<p>I already tried the right click several times.  Nothing happens at all.  I also tried the Alt button many times, and again, nothing happens.  Thanks for replying though. </p>",kathynez,false,0,0
1584796,2023-06-09 20:49:49 -0700,2023-06-09 20:49:49 -0700,,"<p>Firefox uses two locations in the hidden ""~/Library"" location for the Firefox profile folder. One location in ""~/Library/Application Support"" for your personal data (e.g. bookmarks) and another location in ""~/Library/Caches"" for temporary files like the disk cache. </p><p>Secondary location used for the main profile that keeps your personal data (Root Directory on about:profiles). </p> <ul><li>~/Library/Application Support/Firefox/Profiles/&lt;profile&gt; </li></ul> <p>Primary location used for the disk cache and other temporary files (Local Directory on about:profiles). </p> <ul><li>~/Library/Caches/Firefox/Profiles/&lt;profile&gt; </li></ul> <p>Also check the read/write permissions and ownership of files and folders in both main/root and cache locations and possibly rename/remove the Firefox folder. </p>",cor-el,false,0,0
1584795,2023-06-09 20:46:12 -0700,2023-06-09 20:46:12 -0700,,"<p>If you use extensions (""3-bar"" menu button or Tools -&gt; Add-ons -&gt; Extensions) that can block content (Adblock Plus, NoScript, DuckDuckGo PE, Disconnect, Ghostery, Privacy Badger, uBlock Origin) always make sure such extensions do not block content. </p> <ul><li>make sure your extensions and filters are updated to the latest version </li><li><a href=""https://support.mozilla.org/en-US/kb/troubleshoot-extensions-themes-to-fix-problems"" rel=""nofollow"">https://support.mozilla.org/en-US/kb/troubleshoot-extensions-themes-to-fix-problems</a> </li></ul> <p>Firefox shows a purple shield instead of a gray shield at the left end of the location/address bar in case Enhanced Tracking Protection is blocking content. </p> <ul><li>click the shield icon for more detail and possibly disable the protection </li></ul> <p>You can check the Web Console for relevant-looking messages about blocked content. </p> <ul><li><a href=""https://support.mozilla.org/en-US/kb/enhanced-tracking-protection-firefox-desktop"" rel=""nofollow"">https://support.mozilla.org/en-US/kb/enhanced-tracking-protection-firefox-desktop</a> </li><li><a href=""https://support.mozilla.org/en-US/kb/smartblock-enhanced-tracking-protection"" rel=""nofollow"">https://support.mozilla.org/en-US/kb/smartblock-enhanced-tracking-protection</a> </li><li><a href=""https://support.mozilla.org/en-US/kb/trackers-and-scripts-firefox-blocks-enhanced-track"" rel=""nofollow"">https://support.mozilla.org/en-US/kb/trackers-and-scripts-firefox-blocks-enhanced-track</a> </li></ul> <hr> <p>You can try these steps in case of issues with webpages: </p><p>You can reload webpage(s) and bypass the cache to refresh possibly outdated or corrupted files. </p> <ul><li>hold down the Shift key and left-click the Reload button </li><li>press ""Ctrl + F5"" or press ""Ctrl + Shift + R"" (Windows,Linux) </li><li>press ""Command + Shift + R"" (Mac) </li></ul> <p>Clear the Cache and remove the Cookies for websites that cause problems via the ""3-bar"" Firefox menu button (Settings). </p><p>""Remove the Cookies"" for websites that cause problems: </p> <ul><li>Settings -&gt; Privacy &amp; Security<br>Cookies and Site Data: ""Manage Data"" </li></ul> <p>""Clear the Cache"": </p> <ul><li>Settings -&gt; Privacy &amp; Security<br>Cookies and Site Data -&gt; Clear Data -&gt; [X] Cached Web Content -&gt; Clear </li></ul> <ul><li><a href=""https://support.mozilla.org/en-US/kb/clear-cookies-and-site-data-firefox"" rel=""nofollow"">https://support.mozilla.org/en-US/kb/clear-cookies-and-site-data-firefox</a> </li><li><a href=""https://support.mozilla.org/en-US/kb/how-clear-firefox-cache"" rel=""nofollow"">https://support.mozilla.org/en-US/kb/how-clear-firefox-cache</a> </li></ul> <p>Start Firefox in <b>Troubleshoot Mode</b> to check if one of the extensions (""3-bar"" menu button or Tools -&gt; Add-ons -&gt; Extensions) or if <b>hardware acceleration</b> or if <b>userChrome.css/userContent.css</b> is causing the problem. </p> <ul><li>switch to the Default System theme: ""3-bar"" menu button or Tools -&gt; Add-ons -&gt; Themes </li><li>do NOT click the ""Refresh Firefox"" button on the Troubleshoot Mode start window </li></ul> <ul><li><a href=""https://support.mozilla.org/en-US/kb/diagnose-firefox-issues-using-troubleshoot-mode"" rel=""nofollow"">https://support.mozilla.org/en-US/kb/diagnose-firefox-issues-using-troubleshoot-mode</a> </li><li><a href=""https://support.mozilla.org/en-US/kb/troubleshoot-extensions-themes-to-fix-problems"" rel=""nofollow"">https://support.mozilla.org/en-US/kb/troubleshoot-extensions-themes-to-fix-problems</a> </li></ul> <ul><li><a href=""https://support.mozilla.org/en-US/kb/enhanced-tracking-protection-firefox-desktop"" rel=""nofollow"">https://support.mozilla.org/en-US/kb/enhanced-tracking-protection-firefox-desktop</a> </li><li><a href=""https://support.mozilla.org/en-US/kb/smartblock-enhanced-tracking-protection"" rel=""nofollow"">https://support.mozilla.org/en-US/kb/smartblock-enhanced-tracking-protection</a> </li><li><a href=""https://support.mozilla.org/en-US/kb/trackers-and-scripts-firefox-blocks-enhanced-track"" rel=""nofollow"">https://support.mozilla.org/en-US/kb/trackers-and-scripts-firefox-blocks-enhanced-track</a> </li></ul>",cor-el,false,0,0
1584794,2023-06-09 20:45:32 -0700,2023-06-09 20:45:32 -0700,,"<p>How do you switch those pages to dark mode&nbsp;? Are you using an extension or the Website Appearance setting or switch to dark mode via other means&nbsp;? </p> <ul><li>Settings -&gt; General -&gt; Language and Appearance -&gt; Website Appearance </li></ul> <ul><li><a href=""https://support.mozilla.org/en-US/kb/change-website-appearance-settings-firefox"" rel=""nofollow"">https://support.mozilla.org/en-US/kb/change-website-appearance-settings-firefox</a> </li></ul>",cor-el,false,0,0
1584793,2023-06-09 20:42:48 -0700,2023-06-09 20:42:48 -0700,,<p>If you mean two windows with Firefox using the same profile then always the full disk cache is cleared. Clearing the cache is always all or nothing and not limited to a specific origin. </p>,cor-el,false,0,0
1584792,2023-06-09 20:40:17 -0700,2023-06-09 20:40:17 -0700,,"<p>You can try to create a cookie allow exception for <a href=""https://cstechnologyindia.com"" rel=""nofollow"">https://cstechnologyindia.com</a> </p>",cor-el,false,0,0
1584791,2023-06-09 20:36:14 -0700,2023-06-09 20:36:14 -0700,,"<p>See ""Can I have different enabled states on different machines?"": </p> <ul><li><a href=""https://wiki.mozilla.org/Services/Sync/Addon_Sync"" rel=""nofollow"">https://wiki.mozilla.org/Services/Sync/Addon_Sync</a> </li><li>about:config =&gt; services.sync.addons.ignoreUserEnabledChanges = true </li></ul>",cor-el,false,0,0
1584790,2023-06-09 20:34:09 -0700,2023-06-09 20:34:09 -0700,,"<p>Note that Firefox may show you the stats for the disk and memory cache used in regular mode and you can't clear this data if you are in PB mode. You would have to leave PB mode temporarily and switch to regular mode to be able to clear this data, so do not get confused. </p><p>See also the <b>about:cache</b> page and this article. </p> <ul><li><a href=""https://firefox-source-docs.mozilla.org/devtools-user/storage_inspector/"" rel=""nofollow"">https://firefox-source-docs.mozilla.org/devtools-user/storage_inspector/</a> </li></ul>",cor-el,false,0,0
1584789,2023-06-09 20:18:29 -0700,2023-06-09 20:18:29 -0700,,"<p>Duplicated here <a href=""https://support.mozilla.org/en-US/questions/1415125"" rel=""nofollow"">https://support.mozilla.org/en-US/questions/1415125</a> </p>",MattAuSupport,false,0,0
1584788,2023-06-09 20:16:18 -0700,2023-06-09 20:16:18 -0700,,"<p>You will get the update when your distribution places it on their update server in their repository.  I suggest you refer your question to the distribution as my understanding is ubuntu build their own release version from the source code and Mint uses the ubuntu repository for updates.  But as I am not a Linux user,  I can not speak with authority to what happens in mint land. </p><p>See <a href=""https://packages.ubuntu.com/search?keywords=thunderbird"" rel=""nofollow"">https://packages.ubuntu.com/search?keywords=thunderbird</a> </p>",MattAuSupport,false,1,0
1584787,2023-06-09 20:04:53 -0700,2023-06-09 20:04:53 -0700,,"<p>obscuring the domain you get your mail from is not all that helpful.  Especially if you have recently updated from a older version and are a user of Gmail Yahoo et. al. which have had specific changes to their authentication requirements in the very recent  Things like <a href=""https://support.mozilla.org/en-US/kb/automatic-conversion-google-mail-accounts-oauth20"" rel=""nofollow"">https://support.mozilla.org/en-US/kb/automatic-conversion-google-mail-accounts-oauth20</a> </p><p>You appear to be using a very old windows version (Windows 7) as there are no updates from Microsoft, my observation is anti virus products tend to become more aggressive in their action for ""unsupported"" operating systems. It may well be yours is blocking this new unknown version of Thunderbird from even accessing the internet,  let alone getting mail.  If the account is IMAP this can lead to all folders simply disappearing from the user interface.  So I suggest you check your security software and it's firewall component. </p>",MattAuSupport,false,0,0
1584786,2023-06-09 19:53:39 -0700,2023-06-09 19:53:39 -0700,,"<p>Perhaps try here <a href=""https://thunderbird.topicbox.com/groups/e2ee"" rel=""nofollow"">https://thunderbird.topicbox.com/groups/e2ee</a> </p>",MattAuSupport,false,0,0
1584785,2023-06-09 19:52:28 -0700,2023-06-09 19:52:28 -0700,,<p>is your linux version using unicode fonts or is it stuck with ascii and code pages? </p>,MattAuSupport,false,0,0
1584784,2023-06-09 19:51:03 -0700,2023-06-09 19:51:03 -0700,,"<p><a href=""https://support.mozilla.org/en-US/products/thunderbird#search"" rel=""nofollow"">https://support.mozilla.org/en-US/products/thunderbird#search</a> </p><p>when you do your search refine it under the text box to only help articles if that is what you are looking for. </p>",MattAuSupport,false,0,0
1584783,2023-06-09 19:48:18 -0700,2023-06-09 19:48:18 -0700,,"<p>Try the steps for memory issues,  they amount to the same thing for general slow performance. <a href=""https://wiki.mozilla.org/Thunderbird:Testing:Memory_Usage_Problems"" rel=""nofollow"">https://wiki.mozilla.org/Thunderbird:Testing:Memory_Usage_Problems</a> </p>",MattAuSupport,false,0,0
1584782,2023-06-09 19:46:02 -0700,2023-06-09 19:46:02 -0700,,"<em><p>Don <a href=""#answer-1584662"" rel=""nofollow"">said</a></p></em> <blockquote>That is my point. There should be a way to mark a sender as safe instead of flagging the same newsletter every month. </blockquote> <p>Sorry to be the naysayer,  but no sender is safe when it comes to spam or scams.  Most of the targeted scams, commonly refereed to as spear-phishing  actually uses legitimate and known email addresses to fool the recipient. Have a look at this article <a href=""https://www.digitalguardian.com/blog/what-is-spear-phishing-defining-and-differentiating-spear-phishing-and-phishing"" rel=""nofollow"">https://www.digitalguardian.com/blog/what-is-spear-phishing-defining-and-differentiating-spear-phishing-and-phishing</a> </p><p>As for the scam detection,  it is very basic. It is documented in the support article here  <a href=""https://support.mozilla.org/en-US/kb/thunderbirds-scam-detection#w_thunderbirds-automatic-scam-filtering"" rel=""nofollow"">https://support.mozilla.org/en-US/kb/thunderbirds-scam-detection#w_thunderbirds-automatic-scam-filtering</a>  but if you want to go through the code it is located here <a href=""https://searchfox.org/comm-central/source/mail/modules/PhishingDetector.jsm"" rel=""nofollow"">https://searchfox.org/comm-central/source/mail/modules/PhishingDetector.jsm</a> </p>",MattAuSupport,false,0,1
1584781,2023-06-09 19:21:26 -0700,2023-06-09 19:21:26 -0700,,"<p>See also: </p> <ul><li><a href=""https://support.mozilla.org/en-US/kb/address-bar-autocomplete-firefox"" rel=""nofollow"">https://support.mozilla.org/en-US/kb/address-bar-autocomplete-firefox</a> </li><li><a href=""https://support.mozilla.org/en-US/kb/firefox-suggest"" rel=""nofollow"">https://support.mozilla.org/en-US/kb/firefox-suggest</a> </li><li><a href=""https://support.mozilla.org/en-US/kb/remove-websites-address-bar-suggestions"" rel=""nofollow"">https://support.mozilla.org/en-US/kb/remove-websites-address-bar-suggestions</a> </li></ul>",cor-el,false,0,0
